yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
paketlenmiş	paketle+Verb^DB+Verb+Pass+Pos+Narr+A3sg
yağlanmış	yağla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
bezenmiş	beze+Verb^DB+Verb+Pass+Pos+Narr+A3sg
varmışçasına	var+Verb+Pos+Narr+A3sg^DB+Adverb+AsIf
azalmış	azal+Verb+Pos+Narr+A3sg
seçermiş	seç+Verb+Pos+Aor+Narr+A3sg
bulunurmuş	bulun+Verb+Pos+Aor+Narr+A3sg
götürürmüş	götür+Verb+Pos+Aor+Narr+A3sg
verilirmiş	ver+Verb^DB+Verb+Pass+Pos+Aor+Narr+A3sg
kükrüyormuş	kükre+Verb+Pos+Prog1+Narr+A3sg
kısılmış	kıs+Verb^DB+Verb+Pass+Pos+Narr+A3sg
yetmezmiş	yet+Verb+Neg+Aor+Narr+A3sg
kopmuş	kop+Verb+Pos+Narr+A3sg
düşünülmüş	düşün+Verb^DB+Verb+Pass+Pos+Narr+A3sg
yanaşmış	yanaş+Verb+Pos+Narr+A3sg
koydurmuş	koy+Verb^DB+Verb+Caus+Pos+Narr+A3sg
gütmüş	güt+Verb+Pos+Narr+A3sg
yürütmüş	yürü+Verb^DB+Verb+Caus+Pos+Narr+A3sg
donanmış	donan+Verb+Pos+Narr+A3sg
kurmuşuz	kur+Verb+Pos+Narr+A1pl
sembolleşmiş	sembol+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Narr+A3sg
almışım	al+Verb+Pos+Narr+A1sg
düzelmiş	düzel+Verb+Pos+Narr+A3sg
belirtmişsiniz	belir+Verb^DB+Verb+Caus+Pos+Narr+A2pl
demişsiniz	de+Verb+Pos+Narr+A2pl
yazdırmış	yaz+Verb^DB+Verb+Caus+Pos+Narr+A3sg
kiralamışlar	kirala+Verb+Pos+Narr+A3pl
yalanlanmışım	yalanla+Verb^DB+Verb+Pass+Pos+Narr+A1sg
yalanlamış	yalanla+Verb+Pos+Narr+A3sg
yayınlanmış	yayınla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
tekrarlamış	tekrarla+Verb+Pos+Narr+A3sg
duyulmuş	duy+Verb^DB+Verb+Pass+Pos+Narr+A3sg
başvurulmamış	başvur+Verb^DB+Verb+Pass+Neg+Narr+A3sg
yaramış	yara+Verb+Pos+Narr+A3sg
tutuyormuş	tut+Verb+Pos+Prog1+Narr+A3sg
göstermişler	göster+Verb+Pos+Narr+A3pl
doymuş	doy+Verb+Pos+Narr+A3sg
geçirmemiş	geç+Verb^DB+Verb+Caus+Neg+Narr+A3sg
açıklamış	açıkla+Verb+Pos+Narr+A3sg
çakılmış	çak+Verb^DB+Verb+Pass+Pos+Narr+A3sg
sormuşlar	sor+Verb+Pos+Narr+A3pl
yanıtlamış	yanıtla+Verb+Pos+Narr+A3sg
faydalanılmış	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Pass+Pos+Narr+A3sg
ikonlaşmış	ikon+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Narr+A3sg
giyilmiş	giy+Verb^DB+Verb+Pass+Pos+Narr+A3sg
duyurmuş	duyur+Verb+Pos+Narr+A3sg
rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
gözlendi	gözle+Verb^DB+Verb+Pass+Pos+Past+A3sg
düzeltti	düzel+Verb^DB+Verb+Caus+Pos+Past+A3sg
çıkardı	çık+Verb^DB+Verb+Caus+Pos+Past+A3sg
indi	in+Verb+Pos+Past+A3sg
geriledi	gerile+Verb+Pos+Past+A3sg
düştü	düş+Verb+Pos+Past+A3sg
çıktı	çık+Verb+Pos+Past+A3sg
ödendi	öde+Verb^DB+Verb+Pass+Pos+Past+A3sg
gerçekleşti	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Past+A3sg
olmuştu	ol+Verb+Pos+Narr+Past+A3sg
bildirdiler	bil+Verb^DB+Verb+Caus+Pos+Past+A3pl
bildirdi	bil+Verb^DB+Verb+Caus+Pos+Past+A3sg
yaptı	yap+Verb+Pos+Past+A3sg
bulundu	bulun+Verb+Pos+Past+A3sg
etti	et+Verb+Pos+Past+A3sg
söyledi	söyle+Verb+Pos+Past+A3sg
seçti	seç+Verb+Pos+Past+A3sg
koydu	koy+Verb+Pos+Past+A3sg
çekildi	çek+Verb^DB+Verb+Pass+Pos+Past+A3sg
istendi	iste+Verb^DB+Verb+Pass+Pos+Past+A3sg
geldi	gel+Verb+Pos+Past+A3sg
edildi	et+Verb^DB+Verb+Pass+Pos+Past+A3sg
verdi	ver+Verb+Pos+Past+A3sg
olsaydım	ol+Verb+Pos+Desr+Past+A1sg
olsaydı	ol+Verb+Pos+Desr+Past+A3sg
yapardım	yap+Verb+Pos+Aor+Past+A1sg
gördüm	gör+Verb+Pos+Past+A1sg
bağırdı	bağır+Verb+Pos+Past+A3sg
çekindi	çekin+Verb+Pos+Past+A3sg
idi	i+Verb+Pos+Past+A3sg
bindiler	bin+Verb+Pos+Past+A3pl
indiler	in+Verb+Pos+Past+A3pl
geçmişti	geç+Verb+Pos+Narr+Past+A3sg
gerekiyordu	gerek+Verb+Pos+Prog1+Past+A3sg
istiyordu	iste+Verb+Pos+Prog1+Past+A3sg
yaratacaktı	yara+Verb^DB+Verb+Caus+Pos+Fut+Past+A3sg
tiksiniyordu	tiksin+Verb+Pos+Prog1+Past+A3sg
ayrıldılar	ayır+Verb^DB+Verb+Pass+Pos+Past+A3pl
vardı	var+Adj^DB+Verb+Zero+Past+A3sg
okşadı	okşa+Verb+Pos+Past+A3sg
bekliyordu	bekle+Verb+Pos+Prog1+Past+A3sg
oturdu	otur+Verb+Pos+Past+A3sg
dolaşıyorlardı	dolaş+Verb+Pos+Prog1+A3pl+Past
işitiyordu	işit+Verb+Pos+Prog1+Past+A3sg
itti	it+Verb+Pos+Past+A3sg
aldı	al+Verb+Pos+Past+A3sg
düşünüyordu	düşün+Verb+Pos+Prog1+Past+A3sg
olmalıydı	ol+Verb+Pos+Neces+Past+A3sg
izliyordu	izle+Verb+Pos+Prog1+Past+A3sg
dökülüyordu	dök+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
durmaktaydı	dur+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
gitti	git+Verb+Pos+Past+A3sg
baktı	bak+Verb+Pos+Past+A3sg
ıslanmıştı	ısla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
gördü	gör+Verb+Pos+Past+A3sg
döndürdü	dön+Verb^DB+Verb+Caus+Pos+Past+A3sg
dedi	de+Verb+Pos+Past+A3sg
dolandırıyordu	dolan+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
vermedi	ver+Verb+Neg+Past+A3sg
miydin	mi+Ques+Past+A2sg
geçirdi	geç+Verb^DB+Verb+Caus+Pos+Past+A3sg
solumasıydı	solu+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
çatmıştı	çat+Verb+Pos+Narr+Past+A3sg
duymuyordu	duy+Verb+Neg+Prog1+Past+A3sg
yaratıyordu	yara+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
çıkmamıştı	çık+Verb+Neg+Narr+Past+A3sg
hatırlatmıştı	hatırla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
adamdı	ada+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg
salladı	salla+Verb+Pos+Past+A3sg
biliyordum	bile+Verb+Pos+Prog1+Past+A1sg
sevdik	sev+Verb+Pos+Past+A1pl
yaşasaydı	yaşa+Verb+Pos+Desr+Past+A3sg
ederdi	et+Verb+Pos+Aor+Past+A3sg
babandı	baba+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
centilmendi	centilmen+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
bağlıydı	bağ+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
haykırdı	haykır+Verb+Pos+Past+A3sg
doldu	dol+Verb+Pos+Past+A3sg
sildi	sil+Verb+Pos+Past+A3sg
fısıldadı	fısılda+Verb+Pos+Past+A3sg
yoktu	yok+Adj^DB+Verb+Zero+Past+A3sg
duygulanmıştı	duygu+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+Past+A3sg
öptü	öp+Verb+Pos+Past+A3sg
verdimse	ver+Verb+Pos+Past+A1sg+Cond
gösterdi	göster+Verb+Pos+Past+A3sg
alışkındı	alışkı+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
olurdu	ol+Verb+Pos+Aor+Past+A3sg
kesti	kes+Verb+Pos+Past+A3sg
koşturuyorlardı	koş+Verb^DB+Verb+Caus+Pos+Prog1+A3pl+Past
lazımdı	lazım+Adj^DB+Verb+Zero+Past+A3sg
kayboluyordu	kaybol+Verb+Pos+Prog1+Past+A3sg
duydu	duy+Verb+Pos+Past+A3sg
farkındaydı	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
hatırladı	hatırla+Verb+Pos+Past+A3sg
bulunmuştu	bulun+Verb+Pos+Narr+Past+A3sg
etmedi	et+Verb+Neg+Past+A3sg
hissetti	hisset+Verb+Pos+Past+A3sg
duydun	duy+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A2sg
nişanlandı	nişanla+Verb^DB+Verb+Pass+Pos+Past+A3sg
silkindi	silkin+Verb+Pos+Past+A3sg
çattı	çat+Verb+Pos+Past+A3sg
söylemedim	söyle+Verb+Neg+Past+A1sg
söyledim	söyle+Verb+Pos+Past+A1sg
geliştirmişti	geliş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
üzülürdüm	üz+Verb^DB+Verb+Pass+Pos+Aor+Past+A1sg
sordu	sor+Verb+Pos+Past+A3sg
gelmedik	gel+Verb+Neg+Past+A1pl
vuruldu	vur+Verb^DB+Verb+Pass+Pos+Past+A3sg
olmazdı	ol+Verb+Neg+Aor+Past+A3sg
güldü	gül+Verb+Pos+Past+A3sg
olmamıştım	ol+Verb+Neg+Narr+Past+A1sg
oldu	ol+Verb+Pos+Past+A3sg
görünüyordu	görün+Verb+Pos+Prog1+Past+A3sg
söyledin	söyle+Verb+Pos+Past+A2sg
karıştı	karış+Verb+Pos+Past+A3sg
koymuştu	koy+Verb+Pos+Narr+Past+A3sg
giyindim	giy+Verb^DB+Verb+Reflex+Pos+Past+A1sg
yedim	ye+Verb+Pos+Past+A1sg
gittim	git+Verb+Pos+Past+A1sg
oynuyordu	oyna+Verb+Pos+Prog1+Past+A3sg
muhteşemdi	muhteşem+Adj^DB+Verb+Zero+Past+A3sg
görmeliydiniz	gör+Verb+Pos+Neces+Past+A2pl
harikaydı	harika+Adj^DB+Verb+Zero+Past+A3sg
giymişti	giy+Verb+Pos+Narr+Past+A3sg
görünmemişti	görün+Verb+Neg+Narr+Past+A3sg
taşıyordu	taş+Verb+Pos+Prog1+Past+A3sg
toplanmıştı	topla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
izledim	izle+Verb+Pos+Past+A1sg
unuttum	unut+Verb+Pos+Past+A1sg
ilerliyordum	ilerle+Verb+Pos+Prog1+Past+A1sg
konuştum	konuş+Verb+Pos+Past+A1sg
peydahlandı	peydahla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yaklaştı	yaklaş+Verb+Pos+Past+A3sg
öptük	öp+Verb+Pos+Past+A1pl
geliyordu	gel+Verb+Pos+Prog1+Past+A3sg
titredi	titre+Verb+Pos+Past+A3sg
ürperdi	ürper+Verb+Pos+Past+A3sg
söylemedi	söyle+Verb+Neg+Past+A3sg
fısıldadılar	fısılda+Verb+Pos+Past+A3pl
yaptın	yap+Verb+Pos+Past+A2sg
bıraktım	bırak+Verb+Pos+Past+A1sg
yudumladı	yudumla+Verb+Pos+Past+A3sg
unuttun	unut+Verb+Pos+Past+A2sg
konuşmadım	konuş+Verb+Neg+Past+A1sg
mırıldandı	mırıldan+Verb+Pos+Past+A3sg
sordum	sor+Verb+Pos+Past+A1sg
uzaklaştım	uzak+Adj^DB+Verb+Become+Pos+Past+A1sg
değiştim	değiş+Verb+Pos+Past+A1sg
unutturdu	unut+Verb^DB+Verb+Caus+Pos+Past+A3sg
silkti	silk+Verb+Pos+Past+A3sg
geçti	geç+Verb+Pos+Past+A3sg
yudumladılar	yudumla+Verb+Pos+Past+A3pl
düşünceliydi	düşünce+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
dayanamazdı	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
ayrıldı	ayır+Verb^DB+Verb+Pass+Pos+Past+A3sg
kapladı	kapla+Verb+Pos+Past+A3sg
hissediyordu	hisset+Verb+Pos+Prog1+Past+A3sg
girmişti	gir+Verb+Pos+Narr+Past+A3sg
koyulaştı	koyu+Adj^DB+Verb+Become+Pos+Past+A3sg
bulanıklaştı	bulanık+Adj^DB+Verb+Become+Pos+Past+A3sg
gibiydi	gibi+Postp+PCNom^DB+Verb+Zero+Past+A3sg
kalabalıktı	kalabalık+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
varmıştı	var+Verb+Pos+Narr+Past+A3sg
götürdü	götür+Verb+Pos+Past+A3sg
hoşlanmıştı	hoşlan+Verb+Pos+Narr+Past+A3sg
ediyordu	et+Verb+Pos+Prog1+Past+A3sg
oyalamaktaydı	oyala+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
fazlaydı	fazla+Adj^DB+Verb+Zero+Past+A3sg
benziyordu	benze+Verb+Pos+Prog1+Past+A3sg
asmışlardı	as+Verb+Pos+Narr+A3pl+Past
paylaştılar	paylaş+Verb+Pos+Past+A3pl
ahenksizdi	ahenk+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
anladım	anla+Verb+Pos+Past+A1sg
düşünmüyordum	düşün+Verb+Neg+Prog1+Past+A1sg
olacaktın	ol+Verb+Pos+Fut+Past+A2sg
güzeldi	güzel+Adj^DB+Verb+Zero+Past+A3sg
düşündü	düşün+Verb+Pos+Past+A3sg
andırıyordu	an+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
düşmüştü	düş+Verb+Pos+Narr+Past+A3sg
titriyordu	titre+Verb+Pos+Prog1+Past+A3sg
başladı	başla+Verb+Pos+Past+A3sg
alamıyordu	al+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
mırıldanıyordu	mırıldan+Verb+Pos+Prog1+Past+A3sg
geçiyordu	geç+Verb+Pos+Prog1+Past+A3sg
girdi	gir+Verb+Pos+Past+A3sg
salındı	sal+Verb^DB+Verb+Pass+Pos+Past+A3sg
durdu	dur+Verb+Pos+Past+A3sg
yapılmıştı	yap+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
suskundu	susku+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
konuştu	konuş+Verb+Pos+Past+A3sg
başarısızdı	başarı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
kullanamıyordu	kullan+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
yarattı	yarat+Verb+Pos+Past+A3sg
solgunlaştı	solgun+Adj^DB+Verb+Become+Pos+Past+A3sg
gergindi	gergi+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
edemediler	et+Verb^DB+Verb+Able+Neg+Past+A3pl
görünmüştü	görün+Verb+Pos+Narr+Past+A3sg
uğramışlardı	uğra+Verb+Pos+Narr+A3pl+Past
beklediler	bekle+Verb+Pos+Past+A3pl
edilemezdi	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
değildi	değil+Verb+Neg+Past+A3sg
kötüleşti	kötü+Adj^DB+Verb+Become+Pos+Past+A3sg
suniydi	suni+Adj^DB+Verb+Zero+Past+A3sg
vurguluyordu	vurgula+Verb+Pos+Prog1+Past+A3sg
boyardı	boyar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
okudu	oku+Verb+Pos+Past+A3sg
düşündürüyordu	düşün+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
hakimdi	haki+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg
oyundu	oyun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dağıldı	dağıl+Verb+Pos+Past+A3sg
başladılar	başla+Verb+Pos+Past+A3pl
kendisiydi	kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
duyuldu	duy+Verb^DB+Verb+Pass+Pos+Past+A3sg
giydi	giy+Verb+Pos+Past+A3sg
göründü	görün+Verb+Pos+Past+A3sg
sanatçıydı	sanatçı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaptırmıştı	kap+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
sayılacaktı	say+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
çekiciydi	çek+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaybetmiyordu	kaybet+Verb+Neg+Prog1+Past+A3sg
geçtim	geç+Verb+Pos+Past+A1sg
söylemiyordu	söyle+Verb+Neg+Prog1+Past+A3sg
kalmazdı	kal+Verb+Neg+Aor+Past+A3sg
durmuyordu	dur+Verb+Neg+Prog1+Past+A3sg
inanırdı	inan+Verb+Pos+Aor+Past+A3sg
canlandırıyordu	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
veriyordu	ver+Verb+Pos+Prog1+Past+A3sg
heyecanlıydı	heyecan+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
oturuyordu	otur+Verb+Pos+Prog1+Past+A3sg
hazırlamıştı	hazırla+Verb+Pos+Narr+Past+A3sg
halindeydi	hal+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
çizilmişti	çiz+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
emindi	em+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
sabırsızlanıyordu	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Acquire+Pos+Prog1+Past+A3sg
kemiriyordu	kemir+Verb+Pos+Prog1+Past+A3sg
denemişti	dene+Verb+Pos+Narr+Past+A3sg
biliyordu	bile+Verb+Pos+Prog1+Past+A3sg
yanıltmazdı	yanıl+Verb^DB+Verb+Caus+Neg+Aor+Past+A3sg
buydu	bu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
başlamıştı	başla+Verb+Pos+Narr+Past+A3sg
sardı	sar+Verb+Pos+Past+A3sg
başlandı	başla+Verb^DB+Verb+Pass+Pos+Past+A3sg
kararlaştırılmıştı	karar+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
çıkmıştı	çık+Verb+Pos+Narr+Past+A3sg
mıydı	mı+Ques+Past+A3sg
öğrenilemedi	öğren+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
dönmediler	dön+Verb+Neg+Past+A3pl
yayıldı	yay+Verb^DB+Verb+Pass+Pos+Past+A3sg
kökleşti	kök+Adj^DB+Verb+Become+Pos+Past+A3sg
çakışmasıydı	çakış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
alamazdım	al+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
hoşlanmıyorlardı	hoşlan+Verb+Neg+Prog1+A3pl+Past
sebepti	sebep+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sayılmazdı	say+Verb^DB+Verb+Pass+Neg+Aor+Past+A3sg
basacaktı	bas+Verb+Pos+Fut+Past+A3sg
davranıyordu	davran+Verb+Pos+Prog1+Past+A3sg
bilebilirdi	bil+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
kaftandı	kaftan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
düşkündü	düşkü+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
edemiyordu	et+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
uyandıramazdı	uyan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Past+A3sg
bağırıyorlardı	bağır+Verb+Pos+Prog1+A3pl+Past
ahlaksızlıktı	ahlak+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
evlenebilirlerdi	evlen+Verb+Pos^DB+Verb+Able+Aor+A3pl+Past
zorundaydı	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
tutamazdı	tut+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
güvenebilirdi	güven+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
dalarlardı	dal+Verb+Pos+Aor+A3pl+Past
mümkündü	mümkün+Adj^DB+Verb+Zero+Past+A3sg
başlamamıştı	başla+Verb+Neg+Narr+Past+A3sg
hazırlanıyordu	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bilmiyordu	bil+Verb+Neg+Prog1+Past+A3sg
inanıyordu	inan+Verb+Pos+Prog1+Past+A3sg
bindirdi	bin+Verb^DB+Verb+Caus+Pos+Past+A3sg
özelliğiydi	özellik+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
uyardı	uyar+Verb+Pos+Past+A3sg
koymadı	koy+Verb+Neg+Past+A3sg
memnundu	memnu+Adj^DB+Noun+Zero+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
neşeliydi	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
gidiyordu	git+Verb+Pos+Prog1+Past+A3sg
içmişti	iç+Verb+Pos+Narr+Past+A3sg
yuvarladı	yuvarla+Verb+Pos+Past+A3sg
cıvıttı	cıvı+Verb^DB+Verb+Caus+Pos+Past+A3sg
dolduruyordu	dol+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
iyiydi	iyi+Adj^DB+Verb+Zero+Past+A3sg
çalışıyordu	çalış+Verb+Pos+Prog1+Past+A3sg
somurtuyorlardı	somur+Verb^DB+Verb+Caus+Pos+Prog1+A3pl+Past
bürünmüştü	bürü+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
neşesizdi	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
yiyordu	ye+Verb+Pos+Prog1+Past+A3sg
çekemiyordu	çek+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
olacaktı	ol+Verb+Pos+Fut+Past+A3sg
büyüktü	büyük+Adj^DB+Verb+Zero+Past+A3sg
yetmişti	yet+Verb+Pos+Narr+Past+A3sg
uğruyordu	uğra+Verb+Pos+Prog1+Past+A3sg
oluyordu	ol+Verb+Pos+Prog1+Past+A3sg
başlayamazdı	başla+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
üzüntülüydü	üzüntü+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
karşılaştım	karşılaş+Verb+Pos+Past+A1sg
kızdı	kız+Verb+Pos+Past+A3sg
basmadım	bas+Verb+Neg+Past+A1sg
tutturdu	tut+Verb^DB+Verb+Caus+Pos+Past+A3sg
kurtarmıştı	kurtar+Verb+Pos+Narr+Past+A3sg
etmişti	et+Verb+Pos+Narr+Past+A3sg
gizleyebiliyordu	gizle+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
neşesizdiniz	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A2pl
gerekirdi	gerek+Verb+Pos+Aor+Past+A3sg
miydiniz	mi+Ques+Past+A2pl
söylüyordunuz	söyle+Verb+Pos+Prog1+Past+A2pl
istememiştiniz	iste+Verb+Neg+Narr+Past+A2pl
canlandırdınız	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A2pl
çekiniyordum	çekin+Verb+Pos+Prog1+Past+A1sg
değiştirdim	değiş+Verb^DB+Verb+Caus+Pos+Past+A1sg
giderdi	gider+Verb+Pos+Past+A3sg
tıkanacaktı	tıka+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
dikildi	dik+Verb^DB+Verb+Pass+Pos+Past+A3sg
duydum	duy+Verb+Pos+Past+A1sg
yürüdü	yürü+Verb+Pos+Past+A3sg
uğraştı	uğraş+Verb+Pos+Past+A3sg
bulandı	bula+Verb^DB+Verb+Pass+Pos+Past+A3sg
dinledim	dinle+Verb+Pos+Past+A1sg
duymalıydınız	duy+Verb+Pos+Neces+Past+A2pl
koydular	koy+Verb+Pos+Past+A3pl
püslenecektim	püsle+Verb^DB+Verb+Reflex+Pos+Fut+Past+A1sg
yapıştırdı	yapış+Verb^DB+Verb+Caus+Pos+Past+A3sg
atıyordu	ata+Verb+Pos+Prog1+Past+A3sg
eğlendiniz	eğlen+Verb+Pos+Past+A2pl
geçirmişlerdi	geç+Verb^DB+Verb+Caus+Pos+Narr+A3pl+Past
gevşemişti	gevşe+Verb+Pos+Narr+Past+A3sg
duramıyordu	dur+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
vurmuştu	vur+Verb+Pos+Narr+Past+A3sg
anlıyordu	anla+Verb+Pos+Prog1+Past+A3sg
sezdi	sez+Verb+Pos+Past+A3sg
dayanamadı	dayan+Verb^DB+Verb+Able+Neg+Past+A3sg
alevlendi	alev+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
hatırladın	hatırla+Verb+Pos+Past+A2sg
ettik	et+Verb+Pos+Past+A1pl
çıktım	çık+Verb+Pos+Past+A1sg
doluydu	dolu+Adj^DB+Verb+Zero+Past+A3sg
baktım	bak+Verb+Pos+Past+A1sg
içindeydi	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
buldunuz	bul+Verb+Pos+Past+A2pl
yıkasaydı	yıka+Verb+Pos+Desr+Past+A3sg
süzüyordu	süz+Verb+Pos+Prog1+Past+A3sg
duruyordu	dur+Verb+Pos+Prog1+Past+A3sg
kadındı	kadın+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
evlendi	evlen+Verb+Pos+Past+A3sg
verdirdi	ver+Verb^DB+Verb+Caus+Pos+Past+A3sg
okumuştu	oku+Verb+Pos+Narr+Past+A3sg
geçinirlerdi	geçin+Verb+Pos+Aor+A3pl+Past
kayboldu	kaybol+Verb+Pos+Past+A3sg
tanışmıştım	tanış+Verb+Pos+Narr+Past+A1sg
arkadaştık	arkadaş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A1pl
çıkmazdı	çık+Verb+Neg+Aor+Past+A3sg
komikti	komik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
duymuştum	duy+Verb+Pos+Narr+Past+A1sg
şarkısıydı	şarkı+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
söylüyordu	söyle+Verb+Pos+Prog1+Past+A3sg
işliyordu	işle+Verb+Pos+Prog1+Past+A3sg
büyüledi	büyüle+Verb+Pos+Past+A3sg
