yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kesebilirsiniz	kes+Verb+Pos^DB+Verb+Able+Aor+A2pl
çıkarabilirsiniz	çık+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
başlatılır	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
içerir	içer+Verb+Pos+Aor+A3sg
dönüştürülür	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
bağlanmaz	bağla+Verb^DB+Verb+Pass+Neg+Aor+A3sg
atanmaz	ata+Verb^DB+Verb+Pass+Neg+Aor+A3sg
içermez	içer+Verb+Neg+Aor+A3sg
dönüşür	dönüş+Verb+Pos+Aor+A3sg
dönüştürür	dönüş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
gerçekleştirebilirler	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3pl
yönetebilirler	yönet+Verb+Pos^DB+Verb+Able+Aor+A3pl
yönetilebilir	yönet+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
hazırlayabilirsiniz	hazırla+Verb+Pos^DB+Verb+Able+Aor+A2pl
arşivlenir	arşivle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bilinir	bil+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kaydolabilir	kaydol+Verb+Pos^DB+Verb+Able+Aor+A3sg
destekler	destekle+Verb+Pos+Aor+A3sg
belirtirsiniz	belir+Verb^DB+Verb+Caus+Pos+Aor+A2pl
ilişkilendirirsiniz	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A2pl
ayarlayamazsınız	ayarla+Verb^DB+Verb+Able+Neg+Aor+A2pl
listelenir	listele+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yazdırılabilir	yaz+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
desteklenir	destekle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yapılandırılabilir	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
dağıtılabilir	dağıt+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yerleştirebilirsiniz	yerleş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
denenir	dene+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kurulmaz	kur+Verb^DB+Verb+Pass+Neg+Aor+A3sg
artırır	art+Verb^DB+Verb+Caus+Pos+Aor+A3sg
belirleyebilirsiniz	belirle+Verb+Pos^DB+Verb+Able+Aor+A2pl
oluşturulur	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
kaynaklanabilir	kaynakla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yedekleyebilir	yedekle+Verb+Pos^DB+Verb+Able+Aor+A3sg
duyarsınız	duy+Verb+Pos+Aor+A2pl
seçemezsiniz	seç+Verb^DB+Verb+Able+Neg+Aor+A2pl
bağlanamaz	bağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kaldıramazsınız	kal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
çalıştırılır	çalış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
silebilirsiniz	sil+Verb+Pos^DB+Verb+Able+Aor+A2pl
değerlendirir	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
atılır	at+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bildirir	bil+Verb^DB+Verb+Caus+Pos+Aor+A3sg
sıralanır	sırala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yoksayabilir	yoksa+Verb+Pos^DB+Verb+Able+Aor+A3sg
deneyebilirsiniz	dene+Verb+Pos^DB+Verb+Able+Aor+A2pl
birleştirilir	birleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yazılır	yaz+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kapatabilirsiniz	kapa+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
çıkamaz	çık+Verb^DB+Verb+Able+Neg+Aor+A3sg
yenileyemez	yenile+Verb^DB+Verb+Able+Neg+Aor+A3sg
güncelleştirirsiniz	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A2pl
deneyemezsiniz	dene+Verb^DB+Verb+Able+Neg+Aor+A2pl
seçebilir	seç+Verb+Pos^DB+Verb+Able+Aor+A3sg
verebilirsiniz	ver+Verb+Pos^DB+Verb+Able+Aor+A2pl
doğrulayabilirim	doğrula+Verb+Pos^DB+Verb+Able+Aor+A1sg
izleyebilirsiniz	izle+Verb+Pos^DB+Verb+Able+Aor+A2pl
vazgeçerseniz	vazgeç+Verb+Pos+Aor+Cond+A2pl
oluşamaz	oluş+Verb^DB+Verb+Able+Neg+Aor+A3sg
etkinleştirebilirsiniz	etkin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gerektirmez	gerek+Verb^DB+Verb+Caus+Neg+Aor+A3sg
sınırlayabilirsiniz	sınırla+Verb+Pos^DB+Verb+Able+Aor+A2pl
yetkilendirir	yetki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
kullanabilirler	kullan+Verb+Pos^DB+Verb+Able+Aor+A3pl
arar	ara+Verb+Pos+Aor+A3sg
bulunursa	bulun+Verb+Pos+Aor+Cond+A3sg
belirtebilir	belir+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
yazabilirsiniz	yaz+Verb+Pos^DB+Verb+Able+Aor+A2pl
belirler	belirle+Verb+Pos+Aor+A3sg
seçilir	seç+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bırakılamaz	bırak+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
istenirse	iste+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
arttırır	art+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yolaçabilir	yolaç+Verb+Pos^DB+Verb+Able+Aor+A3sg
yayımlanabilir	yayımla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
erişilebilir	eriş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
edinebilir	edin+Verb+Pos^DB+Verb+Able+Aor+A3sg
şifreleyebilir	şifrele+Verb+Pos^DB+Verb+Able+Aor+A3sg
çözülebilir	çöz+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kullanılmaz	kullan+Verb^DB+Verb+Pass+Neg+Aor+A3sg
silinmez	sil+Verb^DB+Verb+Pass+Neg+Aor+A3sg
eklenemez	ekle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
denerseniz	dene+Verb+Pos+Aor+Cond+A2pl
sağlayabilirsiniz	sağla+Verb+Pos^DB+Verb+Able+Aor+A2pl
erişebilirler	eriş+Verb+Pos^DB+Verb+Able+Aor+A3pl
denetleyebilirsiniz	denetle+Verb+Pos^DB+Verb+Able+Aor+A2pl
değiştirebilirler	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3pl
kaydedilebilir	kaydet+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
önerilmez	öner+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kullanılırsa	kullan+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
denetler	denetle+Verb+Pos+Aor+A3sg
tanımlanırlar	tanımla+Verb^DB+Verb+Pass+Pos+Aor+A3pl
ilişkilendirilir	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
atanırlar	ata+Verb^DB+Verb+Pass+Pos+Aor+A3pl
etkinleştirmezseniz	etkin+Adj^DB+Verb+Become^DB+Verb+Caus+Neg+Aor+Cond+A2pl
engellemez	engelle+Verb+Neg+Aor+A3sg
kurar	kur+Verb+Pos+Aor+A3sg
paylaşabilirsiniz	paylaş+Verb+Pos^DB+Verb+Able+Aor+A2pl
ayrılırsam	ayır+Verb^DB+Verb+Pass+Pos+Aor+Cond+A1sg
engelleyebilir	engelle+Verb+Pos^DB+Verb+Able+Aor+A3sg
yuvarlanır	yuvarla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sürükleyebilir	sürükle+Verb+Pos^DB+Verb+Able+Aor+A3sg
belirlenebilir	belirle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gruplanır	grupla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
açabilirsiniz	aç+Verb+Pos^DB+Verb+Able+Aor+A2pl
bulurlar	bul+Verb+Pos+Aor+A3pl
etiketler	etiketle+Verb+Pos+Aor+A3sg
alınmaz	alın+Verb+Neg+Aor+A3sg
edinebilirsiniz	edin+Verb+Pos^DB+Verb+Able+Aor+A2pl
düzeltemezsiniz	düzel+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
görüntülenmezse	görüntüle+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
sabitleyebilirsiniz	sabitle+Verb+Pos^DB+Verb+Able+Aor+A2pl
tanımayabilir	tanı+Verb+Neg^DB+Verb+Able+Aor+A3sg
alınır	alın+Verb+Pos+Aor+A3sg
görüntülenirse	görüntüle+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
ayarlanır	ayarla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
görürsünüz	gör+Verb+Pos+Aor+A2pl
giderebilir	gider+Verb+Pos^DB+Verb+Able+Aor+A3sg
kaybedersiniz	kaybet+Verb+Pos+Aor+A2pl
gideremezsiniz	gider+Verb^DB+Verb+Able+Neg+Aor+A2pl
girilir	gir+Verb^DB+Verb+Pass+Pos+Aor+A3sg
görüntüleyemez	görüntüle+Verb^DB+Verb+Able+Neg+Aor+A3sg
düzenleyemezsiniz	düzenle+Verb^DB+Verb+Able+Neg+Aor+A2pl
yükleyemeyebilir	yükle+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
görüntüleyemeyebilir	görüntüle+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
okuyamaz	oku+Verb^DB+Verb+Able+Neg+Aor+A3sg
değiştirilebilir	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
duraklatabilir	durakla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
ettirebilir	et+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
gerçekleştirebilir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
güncelleştirebilir	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
eklenir	ekle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
değiştirilemez	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
depolayabilirsiniz	depola+Verb+Pos^DB+Verb+Able+Aor+A2pl
azaltabilir	azal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
tanıyamazsa	tanı+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
taşırsınız	taşı+Verb+Pos+Aor+A2pl
kopyalarsınız	kopyala+Verb+Pos+Aor+A2pl
taşıyamazsınız	taşı+Verb^DB+Verb+Able+Neg+Aor+A2pl
yapıştırabilirsiniz	yapış+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
kopyalarsanız	kopyala+Verb+Pos+Aor+Cond+A2pl
gerçekleştirilir	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
öneririz	öner+Verb+Pos+Aor+A1pl
yönlendirilir	yön+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yüklenir	yükle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
başlatır	başla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yükler	yükle+Verb+Pos+Aor+A3sg
ekleyemez	ekle+Verb^DB+Verb+Able+Neg+Aor+A3sg
çalıştırabilirsiniz	çalış+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
çalıştırırsam	çalış+Verb^DB+Verb+Caus+Pos+Aor+Cond+A1sg
çalıştırabilir	çalış+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
uygular	uygula+Verb+Pos+Aor+A3sg
diyebilirsiniz	de+Verb+Pos^DB+Verb+Able+Aor+A2pl
bilebilirsiniz	bil+Verb+Pos^DB+Verb+Able+Aor+A2pl
edebilirsiniz	et+Verb+Pos^DB+Verb+Able+Aor+A2pl
yükseltilir	yüksel+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yönlendirilirler	yönlen+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3pl
çağırır	çağır+Verb+Pos+Aor+A3sg
karşılaşmazsa	karşılaş+Verb+Neg+Aor+Cond+A3sg
döndürülür	dön+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yararlanamazsınız	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Aor+A2pl
seçersem	seç+Verb+Pos+Aor+Cond+A1sg
basitleştirebilir	basit+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
denetleyebilir	denetle+Verb+Pos^DB+Verb+Able+Aor+A3sg
önleyebilirsiniz	önle+Verb+Pos^DB+Verb+Able+Aor+A2pl
etkinleşir	etkin+Adj^DB+Verb+Become+Pos+Aor+A3sg
kopyalanır	kopyala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
eşitlenir	eşitle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
erişebilir	eriş+Verb+Pos^DB+Verb+Able+Aor+A3sg
taşınamaz	taşı+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
sağlayabilirim	sağla+Verb+Pos^DB+Verb+Able+Aor+A1sg
kapatmam	kapa+Verb^DB+Verb+Caus+Neg+Aor+A1sg
sonlandırmam	son+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg+Aor+A1sg
kapatılır	kapa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yazılabilir	yaz+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
biçimlendirilemez	biçim+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
ekleyebilirim	ekle+Verb+Pos^DB+Verb+Able+Aor+A1sg
alabilirim	al+Verb+Pos^DB+Verb+Able+Aor+A1sg
kaldırmam	kal+Verb^DB+Verb+Caus+Neg+Aor+A1sg
kurulur	kur+Verb^DB+Verb+Pass+Pos+Aor+A3sg
tarar	tara+Verb+Pos+Aor+A3sg
etkilenmez	etkile+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bağlanırım	bağla+Verb^DB+Verb+Pass+Pos+Aor+A1sg
bağlanabilirsiniz	bağla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A2pl
bağlanırsanız	bağla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A2pl
kaybedebilirsiniz	kaybet+Verb+Pos^DB+Verb+Able+Aor+A2pl
kaydederseniz	kaydet+Verb+Pos+Aor+Cond+A2pl
kaydederse	kaydet+Verb+Pos+Aor+Cond+A3sg
kaydedilir	kaydet+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yaramazsa	yara+Verb+Neg+Aor+Cond+A3sg
edebilirler	et+Verb+Pos^DB+Verb+Able+Aor+A3pl
kopyalayabilir	kopyala+Verb+Pos^DB+Verb+Able+Aor+A3sg
bulunurlar	bulun+Verb+Pos+Aor+A3pl
gönderirsiniz	gönder+Verb+Pos+Aor+A2pl
şifrelenir	şifrele+Verb^DB+Verb+Pass+Pos+Aor+A3sg
depolanır	depola+Verb^DB+Verb+Pass+Pos+Aor+A3sg
anlarım	anla+Verb+Pos+Aor+A1sg
yedeklerim	yedekle+Verb+Pos+Aor+A1sg
sunabilir	sun+Verb+Pos^DB+Verb+Able+Aor+A3sg
giremez	gir+Verb^DB+Verb+Able+Neg+Aor+A3sg
yansıtabilirsiniz	yansı+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
arayabilir	ara+Verb+Pos^DB+Verb+Able+Aor+A3sg
arttırabilir	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
hesaplayabilirsiniz	hesapla+Verb+Pos^DB+Verb+Able+Aor+A2pl
anılır	an+Verb^DB+Verb+Pass+Pos+Aor+A3sg
karşılaştırabilirsiniz	karşılaş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
özetleyebilirsiniz	özetle+Verb+Pos^DB+Verb+Able+Aor+A2pl
olabilirler	ol+Verb+Pos^DB+Verb+Able+Aor+A3pl
yayınlanabilir	yayınla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gidebilirsiniz	git+Verb+Pos^DB+Verb+Able+Aor+A2pl
sağlayabilir	sağla+Verb+Pos^DB+Verb+Able+Aor+A3sg
gösterilebilir	göster+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
destekleyebilir	destekle+Verb+Pos^DB+Verb+Able+Aor+A3sg
bulundurabilir	bulun+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
silemezsiniz	sil+Verb^DB+Verb+Able+Neg+Aor+A2pl
kalmaz	kal+Verb+Neg+Aor+A3sg
değiştirilmez	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
yapılmaz	yap+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kalmazsınız	kal+Verb+Neg+Aor+A2pl
izleyebilir	izle+Verb+Pos^DB+Verb+Able+Aor+A3sg
ulaşabilirsiniz	ulaş+Verb+Pos^DB+Verb+Able+Aor+A2pl
belirlenemez	belirle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
çarpar	çarp+Verb+Pos+Aor+A3sg
takılır	tak+Verb^DB+Verb+Pass+Pos+Aor+A3sg
tutulabilir	tut+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
etkinleştirir	etkin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
bırakırsınız	bırak+Verb+Pos+Aor+A2pl
listeleyebilirsiniz	listele+Verb+Pos^DB+Verb+Able+Aor+A2pl
sınar	sın+Verb+Pos+Aor+A3sg
algılayabilir	algıla+Verb+Pos^DB+Verb+Able+Aor+A3sg
yükleyebilir	yükle+Verb+Pos^DB+Verb+Able+Aor+A3sg
ayarlayabilir	ayarla+Verb+Pos^DB+Verb+Able+Aor+A3sg
paylaşabilir	paylaş+Verb+Pos^DB+Verb+Able+Aor+A3sg
bulunamazsa	bulun+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
istenebilir	iste+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
açıklayabilir	açıkla+Verb+Pos^DB+Verb+Able+Aor+A3sg
erteleyebilir	ertele+Verb+Pos^DB+Verb+Able+Aor+A3sg
gönderebilirsiniz	gönder+Verb+Pos^DB+Verb+Able+Aor+A2pl
değiştirmez	değiş+Verb^DB+Verb+Caus+Neg+Aor+A3sg
gönderir	gönder+Verb+Pos+Aor+A3sg
temizleyebilirsiniz	temizle+Verb+Pos^DB+Verb+Able+Aor+A2pl
kaydedebilir	kaydet+Verb+Pos^DB+Verb+Able+Aor+A3sg
yükleyebilirsiniz	yükle+Verb+Pos^DB+Verb+Able+Aor+A2pl
çalışabilir	çalış+Verb+Pos^DB+Verb+Able+Aor+A3sg
kaydedebilirsiniz	kaydet+Verb+Pos^DB+Verb+Able+Aor+A2pl
sıralayabilirsiniz	sırala+Verb+Pos^DB+Verb+Able+Aor+A2pl
karşılaşırsanız	karşılaş+Verb+Pos+Aor+Cond+A2pl
gruplandırabilirsiniz	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
uzatır	uza+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kaydeder	kaydet+Verb+Pos+Aor+A3sg
aktarır	aktar+Verb+Pos+Aor+A3sg
ayrılır	ayır+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kaldırılabilir	kal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kullanırsanız	kullan+Verb+Pos+Aor+Cond+A2pl
sökemez	sök+Verb^DB+Verb+Able+Neg+Aor+A3sg
çıkaramazsınız	çık+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
bağlanmazsa	bağla+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
yapılandırabilirsiniz	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gerçekleştirirsiniz	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A2pl
göremezsiniz	gör+Verb^DB+Verb+Able+Neg+Aor+A2pl
engellenebilirler	engelle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3pl
yapılandırırsanız	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+Cond+A2pl
verilebilir	ver+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yönetilirler	yönet+Verb^DB+Verb+Pass+Pos+Aor+A3pl
desteklenmez	destekle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
değiştirilir	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
devralır	devral+Verb+Pos+Aor+A3sg
atanamaz	ata+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
saptanamaz	sapta+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
yansıtmaz	yansı+Verb^DB+Verb+Caus+Neg+Aor+A3sg
uygulanabilir	uygula+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
güncelleştirmem	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Neg+Aor+A1sg
artırabilir	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
unutursam	unut+Verb+Pos+Aor+Cond+A1sg
önermez	öner+Verb+Neg+Aor+A3sg
kullanılırlar	kullan+Verb^DB+Verb+Pass+Pos+Aor+A3pl
belirtilir	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
belirtilebilir	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
birleştirilebilir	birleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
açamazsınız	aç+Verb^DB+Verb+Able+Neg+Aor+A2pl
değiştirirseniz	değiş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
göstermez	göster+Verb+Neg+Aor+A3sg
çalıştıramazsınız	çalış+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
yapılandırır	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
kaldıramaz	kaldır+Verb^DB+Verb+Able+Neg+Aor+A3sg
değiştiremez	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
oluşturamaz	oluş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kapatamaz	kapa+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
çalıştırılabilir	çalış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
eklenebilir	ekle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
ilişkilendirilebilir	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bakabilir	bak+Verb+Pos^DB+Verb+Able+Aor+A3sg
çökebilir	çök+Verb+Pos^DB+Verb+Able+Aor+A3sg
silmezsiniz	sil+Verb+Neg+Aor+A2pl
yarayabilir	yara+Verb+Pos^DB+Verb+Able+Aor+A3sg
gerçekleşir	gerçek+Adj^DB+Verb+Become+Pos+Aor+A3sg
doğrulayabilirsiniz	doğrula+Verb+Pos^DB+Verb+Able+Aor+A2pl
görüntülenebilir	görüntüle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
tutulur	tut+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kopyalanmaz	kopyala+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sürdürür	sür+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yayımlayabilir	yayımla+Verb+Pos^DB+Verb+Able+Aor+A3sg
getirilir	getir+Verb^DB+Verb+Pass+Pos+Aor+A3sg
alınırlar	alın+Verb+Pos+Aor+A3pl
kesilir	kes+Verb^DB+Verb+Pass+Pos+Aor+A3sg
durdurursanız	dur+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
kaybedebilir	kaybet+Verb+Pos^DB+Verb+Able+Aor+A3sg
arayabilirsiniz	ara+Verb+Pos^DB+Verb+Able+Aor+A2pl
ödemezsiniz	öde+Verb+Neg+Aor+A2pl
karışmaz	karış+Verb+Neg+Aor+A3sg
keserseniz	kes+Verb+Pos+Aor+Cond+A2pl
kesilirse	kes+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
yüklenmezse	yükle+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
yüklenemezse	yükle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Cond+A3sg
uyarır	uyar+Verb+Pos+Aor+A3sg
gerçekleştirilemez	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
anlayabilirim	anla+Verb+Pos^DB+Verb+Able+Aor+A1sg
yönetebilir	yönet+Verb+Pos^DB+Verb+Able+Aor+A3sg
başlatabilirim	başla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
karşılaşırsa	karşılaş+Verb+Pos+Aor+Cond+A3sg
gönderebilir	gönder+Verb+Pos^DB+Verb+Able+Aor+A3sg
zamanlayabilirsiniz	zamanla+Verb+Pos^DB+Verb+Able+Aor+A2pl
sıralayamaz	sırala+Verb^DB+Verb+Able+Neg+Aor+A3sg
uygulayamazsınız	uygula+Verb^DB+Verb+Able+Neg+Aor+A2pl
bozulursa	boz+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
geçirilirse	geç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+Cond+A3sg
kullanırsınız	kullan+Verb+Pos+Aor+A2pl
düşürebilir	düş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
