bulunuyor	bulun+Verb+Pos+Prog1+A3sg
alkışlıyor	alkışla+Verb+Pos+Prog1+A3sg
çatıyor	çat+Verb+Pos+Prog1+A3sg
çarpışıyor	çarp+Verb^DB+Verb+Recip+Pos+Prog1+A3sg
değişiyor	değiş+Verb+Pos+Prog1+A3sg
ayrılıyorlar	ayır+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
görülmüyor	gör+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
çıkabiliyor	çık+Verb+Pos^DB+Verb+Able+Prog1+A3sg
hatırlatıyoruz	hatırla+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
deniliyor	de+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
veremiyoruz	ver+Verb^DB+Verb+Able+Neg+Prog1+A1pl
olabiliyor	ol+Verb+Pos^DB+Verb+Able+Prog1+A3sg
öneriyor	öner+Verb+Pos+Prog1+A3sg
öneriyoruz	öner+Verb+Pos+Prog1+A1pl
yatıyorlar	yat+Verb+Pos+Prog1+A3pl
yıkanıyorlar	yıka+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
sızıyor	sız+Verb+Pos+Prog1+A3sg
dalıyorum	dala+Verb+Pos+Prog1+A1sg
gidilmiyor	git+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
bahsediliyor	bahset+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
uğurluyorlar	uğurla+Verb+Pos+Prog1+A3pl
çıkıyorum	çık+Verb+Pos+Prog1+A1sg
kararıyor	karar+Verb+Pos+Prog1+A3sg
canlandırıyor	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+A3sg
cevaplıyor	cevapla+Verb+Pos+Prog1+A3sg
planlıyoruz	planla+Verb+Pos+Prog1+A1pl
kuşatıyor	kuşat+Verb+Pos+Prog1+A3sg
oluşmuyor	oluş+Verb+Neg+Prog1+A3sg
görebiliyorlar	gör+Verb+Pos^DB+Verb+Able+Prog1+A3pl
çıkılıyor	çık+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
istiyoruz	iste+Verb+Pos+Prog1+A1pl
bürünüyor	bürün+Verb+Pos+Prog1+A3sg
kapanmıyor	kapa+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
fazlalaşıyor	fazla+Adj^DB+Verb+Become+Pos+Prog1+A3sg
dolaşıyorlar	dolaş+Verb+Pos+Prog1+A3pl
ısınıyor	ısın+Verb+Pos+Prog1+A3sg
sanılıyor	san+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
işliyor	işle+Verb+Pos+Prog1+A3sg
değerlendiriyorsunuz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+A2pl
edemiyor	et+Verb^DB+Verb+Able+Neg+Prog1+A3sg
davranıyorsa	davran+Verb+Pos+Prog1+Cond+A3sg
barındırıyor	barın+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
tanınıyor	tanı+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
sergileniyor	sergile+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yetişiyor	yetiş+Verb+Pos+Prog1+A3sg
uçuyor	uç+Verb+Pos+Prog1+A3sg
geçiriyorsanız	geç+Verb^DB+Verb+Caus+Pos+Prog1+Cond+A2pl
kapanıyor	kapa+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
düzenleniyor	düzenle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
varabiliyorsunuz	var+Verb+Pos^DB+Verb+Able+Prog1+A2pl
faydalanabiliyorsunuz	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Verb+Able+Prog1+A2pl
yapılıyor	yap+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
haberleşiyor	haberleş+Verb+Pos+Prog1+A3sg
paylaşıyorlar	paylaş+Verb+Pos+Prog1+A3pl
götürüyor	götür+Verb+Pos+Prog1+A3sg
varıyor	var+Verb+Pos+Prog1+A3sg
dönülüyor	dön+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yeniliyor	ye+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yürüyorsunuz	yürü+Verb+Pos+Prog1+A2pl
seçebiliyorsunuz	seç+Verb+Pos^DB+Verb+Able+Prog1+A2pl
varıyorsunuz	var+Verb+Pos+Prog1+A2pl
serpiyor	serp+Verb+Pos+Prog1+A3sg
oyuyor	oy+Verb+Pos+Prog1+A3sg
temizliyor	temizle+Verb+Pos+Prog1+A3sg
yaslanıyorsa	yasla+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
giremiyor	gir+Verb^DB+Verb+Able+Neg+Prog1+A3sg
çıkıyorlar	çık+Verb+Pos+Prog1+A3pl
arıyorlar	ara+Verb+Pos+Prog1+A3pl
bırakıyorlar	bırak+Verb+Pos+Prog1+A3pl
kazıyor	kaz+Verb+Pos+Prog1+A3sg
terkediyorlar	terket+Verb+Pos+Prog1+A3pl
kuruyor	kur+Verb+Pos+Prog1+A3sg
içerliyorsa	içerle+Verb+Pos+Prog1+Cond+A3sg
yaslanıyor	yasla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
övünüyorlar	övün+Verb+Pos+Prog1+A3pl
düzenliyor	düzenle+Verb+Pos+Prog1+A3sg
uğruyorlar	uğra+Verb+Pos+Prog1+A3pl
demirliyor	demirle+Verb+Pos+Prog1+A3sg
konuluyor	kon+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
satılıyor	sat+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
doluyor	dola+Verb+Pos+Prog1+A3sg
selamlaşıyor	selamla+Verb^DB+Verb+Recip+Pos+Prog1+A3sg
kuruluyor	kur+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
denemiyor	de+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
alınıyor	al+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çevriliyor	çevir+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oluşuyor	oluş+Verb+Pos+Prog1+A3sg
önlüyor	önle+Verb+Pos+Prog1+A3sg
tartışılıyor	tartış+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kızıyor	kız+Verb+Pos+Prog1+A3sg
dağılıyor	dağıl+Verb+Pos+Prog1+A3sg
yapmıyor	yap+Verb+Neg+Prog1+A3sg
yaratıyor	yarat+Verb+Pos+Prog1+A3sg
yadırgıyoruz	yadırga+Verb+Pos+Prog1+A1pl
düşünüyoruz	düşün+Verb+Pos+Prog1+A1pl
gölgeliyorlar	gölgele+Verb+Pos+Prog1+A3pl
dinlemiyorlar	dinle+Verb+Neg+Prog1+A3pl
çıkmıyorsa	çık+Verb+Neg+Prog1+Cond+A3sg
işleniyor	işle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gönderiliyor	gönder+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
başlatıyor	başla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
uygulanıyor	uygula+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
sunuluyor	sun+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
katılabiliyor	kat+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
karşılıyor	karşıla+Verb+Pos+Prog1+A3sg
faydalanabiliyorlar	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Verb+Able+Prog1+A3pl
kapsıyor	kapsa+Verb+Pos+Prog1+A3sg
içiyorlar	iç+Verb+Pos+Prog1+A3pl
konuşuyorlar	konuş+Verb+Pos+Prog1+A3pl
göremiyorlarsa	gör+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Cond
bırakmıyorlar	bırak+Verb+Neg+Prog1+A3pl
oturuyorum	otur+Verb+Pos+Prog1+A1sg
aranıyorum	ara+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
gidebiliyorsun	git+Verb+Pos^DB+Verb+Able+Prog1+A2sg
geçiyorlar	geç+Verb+Pos+Prog1+A3pl
sekiyor	sek+Verb+Pos+Prog1+A3sg
değdiriyorsunuz	değ+Verb^DB+Verb+Caus+Pos+Prog1+A2pl
dalıyorsunuz	dala+Verb+Pos+Prog1+A2pl
bağırıyor	bağır+Verb+Pos+Prog1+A3sg
sanıyorsun	san+Verb+Pos+Prog1+A2sg
kokmuyor	kok+Verb+Neg+Prog1+A3sg
kuruyorum	kur+Verb+Pos+Prog1+A1sg
ağrımıyor	ağrı+Verb+Neg+Prog1+A3sg
diyorsanız	de+Verb+Pos+Prog1+Cond+A2pl
sıkıyorsa	sık+Verb+Pos+Prog1+Cond+A3sg
geçiliyor	geç+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
demiyorsanız	de+Verb+Neg+Prog1+Cond+A2pl
bakılmıyor	bak+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kucaklıyorum	kucakla+Verb+Pos+Prog1+A1sg
utanıyorum	utan+Verb+Pos+Prog1+A1sg
gelemiyorum	gel+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bilemiyorsun	bil+Verb^DB+Verb+Able+Neg+Prog1+A2sg
gitmiyor	git+Verb+Neg+Prog1+A3sg
yüzüyorsunuz	yüz+Verb+Pos+Prog1+A2pl
yüzüyorsun	yüz+Verb+Pos+Prog1+A2sg
sağlanıyor	sağla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
geçiriyorum	geç+Verb^DB+Verb+Caus+Pos+Prog1+A1sg
izliyorum	izle+Verb+Pos+Prog1+A1sg
irdeleniyor	irdele+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kilitliyor	kilitle+Verb+Pos+Prog1+A3sg
engelliyorlar	engelle+Verb+Pos+Prog1+A3pl
ödemiyorlar	öde+Verb+Neg+Prog1+A3pl
oynanıyor	oyna+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
söylemiyor	söyle+Verb+Neg+Prog1+A3sg
durmuyor	dur+Verb+Neg+Prog1+A3sg
istemiyorlar	iste+Verb+Neg+Prog1+A3pl
yapılmıyor	yap+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
artıyor	art+Verb+Pos+Prog1+A3sg
geziyorlar	gez+Verb+Pos+Prog1+A3pl
inanıyoruz	inan+Verb+Pos+Prog1+A1pl
diyoruz	de+Verb+Pos+Prog1+A1pl
gidiyorsun	git+Verb+Pos+Prog1+A2sg
tutturuyor	tut+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yürekleniyor	yürek+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
savaşıyor	savaş+Verb+Pos+Prog1+A3sg
çalışıyorsun	çalış+Verb+Pos+Prog1+A2sg
oluyorsun	ol+Verb+Pos+Prog1+A2sg
hazırlamıyorsun	hazırla+Verb+Neg+Prog1+A2sg
çıkıyorsun	çık+Verb+Pos+Prog1+A2sg
yapmıyorsun	yap+Verb+Neg+Prog1+A2sg
alamıyorum	al+Verb^DB+Verb+Able+Neg+Prog1+A1sg
yazıyorum	yaz+Verb+Pos+Prog1+A1sg
kutluyorum	kutla+Verb+Pos+Prog1+A1sg
anlayamıyorum	anla+Verb^DB+Verb+Able+Neg+Prog1+A1sg
yönetiliyorum	yönet+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
kalabiliyor	kal+Verb+Pos^DB+Verb+Able+Prog1+A3sg
unutuyor	unut+Verb+Pos+Prog1+A3sg
yaptırıyor	yap+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
unutuluyor	unut+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kazanıyoruz	kazan+Verb+Pos+Prog1+A1pl
alınmıyoruz	al+Verb^DB+Verb+Pass+Neg+Prog1+A1pl
itiyorlar	it+Verb+Pos+Prog1+A3pl
gözlüyor	gözle+Verb+Pos+Prog1+A3sg
ütülüyor	üt+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bitiyor	bit+Verb+Pos+Prog1+A3sg
kaynıyor	kayna+Verb+Pos+Prog1+A3sg
çekebiliyor	çek+Verb+Pos^DB+Verb+Able+Prog1+A3sg
götürüyorlar	götür+Verb+Pos+Prog1+A3pl
giriyorlar	gir+Verb+Pos+Prog1+A3pl
kalıveriyoruz	kal+Verb+Pos^DB+Verb+Hastily+Prog1+A1pl
seyrediyorum	seyret+Verb+Pos+Prog1+A1sg
bastırıyor	bas+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
bitmiyor	bit+Verb+Neg+Prog1+A3sg
başlamıyor	başla+Verb+Neg+Prog1+A3sg
koyuyorum	koy+Verb+Pos+Prog1+A1sg
yaratmıyor	yarat+Verb+Neg+Prog1+A3sg
kullanıyorsun	kullan+Verb+Pos+Prog1+A2sg
kaçıyorsun	kaç+Verb+Pos+Prog1+A2sg
toplanıyor	topla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oynatılıyor	oyna+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
düşünemiyorum	düşün+Verb^DB+Verb+Able+Neg+Prog1+A1sg
olmuyorsun	ol+Verb+Neg+Prog1+A2sg
geçmiyor	geç+Verb+Neg+Prog1+A3sg
kesiliyor	kes+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bildiriyoruz	bil+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
göremiyor	gör+Verb^DB+Verb+Able+Neg+Prog1+A3sg
gizleniyor	gizle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
verilmiyor	ver+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
veremiyorsa	ver+Verb^DB+Verb+Able+Neg+Prog1+Cond+A3sg
yeğliyorsa	yeğle+Verb+Pos+Prog1+Cond+A3sg
gidemiyor	git+Verb^DB+Verb+Able+Neg+Prog1+A3sg
yineliyorsunuz	yinele+Verb+Pos+Prog1+A2pl
çekiyorlar	çek+Verb+Pos+Prog1+A3pl
yiyoruz	ye+Verb+Pos+Prog1+A1pl
bağlıyoruz	bağla+Verb+Pos+Prog1+A1pl
alıyoruz	al+Verb+Pos+Prog1+A1pl
düşüyor	düş+Verb+Pos+Prog1+A3sg
etkiliyorlar	etkile+Verb+Pos+Prog1+A3pl
oynuyoruz	oyna+Verb+Pos+Prog1+A1pl
hazırlanıyor	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oynamıyorlar	oyna+Verb+Neg+Prog1+A3pl
oynatamıyor	oyna+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
etmiyor	et+Verb+Neg+Prog1+A3sg
gözüküyorlar	gözük+Verb+Pos+Prog1+A3pl
oynamıyor	oyna+Verb+Neg+Prog1+A3sg
uzuyor	uza+Verb+Pos+Prog1+A3sg
belirtiyor	belir+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yaralıyor	yarala+Verb+Pos+Prog1+A3sg
uyduramıyorlarsa	uy+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3pl+Cond
zorlanıyor	zorla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
geçemiyorum	geç+Verb^DB+Verb+Able+Neg+Prog1+A1sg
hedefliyor	hedefle+Verb+Pos+Prog1+A3sg
düşüyorlar	düş+Verb+Pos+Prog1+A3pl
koyuyor	koy+Verb+Pos+Prog1+A3sg
hedefliyorlar	hedefle+Verb+Pos+Prog1+A3pl
giyiyor	giy+Verb+Pos+Prog1+A3sg
hatırlatıyor	hatırla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
getirtiliyor	getir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
kalıyorlar	kal+Verb+Pos+Prog1+A3pl
birleştiriyor	birleş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
öngörülüyor	öngör+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oluşturulabiliyor	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
vurguluyor	vurgula+Verb+Pos+Prog1+A3sg
uzaklaşmıyor	uzak+Adj^DB+Verb+Become+Neg+Prog1+A3sg
tutuluyor	tut+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
aratmıyor	ara+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
açıklıyor	açıkla+Verb+Pos+Prog1+A3sg
gitmiyorsunuz	git+Verb+Neg+Prog1+A2pl
çalışılıyor	çalış+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
anlatılıyor	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
çalıyorsunuz	çal+Verb+Pos+Prog1+A2pl
sahneleniyor	sahnele+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
edilebiliyor	et+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
yiyebiliyorsunuz	ye+Verb+Pos^DB+Verb+Able+Prog1+A2pl
hazırlatıyor	hazırla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
suçluyor	suçla+Verb+Pos+Prog1+A3sg
sızlamıyor	sızla+Verb+Neg+Prog1+A3sg
sırıtıyorlar	sırıt+Verb+Pos+Prog1+A3pl
katlediyorlar	katlet+Verb+Pos+Prog1+A3pl
uğruyoruz	uğra+Verb+Pos+Prog1+A1pl
katılmıyor	kat+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
dönüyoruz	dön+Verb+Pos+Prog1+A1pl
katlanıyor	katlan+Verb+Pos+Prog1+A3sg
kazanamıyor	kazan+Verb^DB+Verb+Able+Neg+Prog1+A3sg
gelemiyoruz	gel+Verb^DB+Verb+Able+Neg+Prog1+A1pl
veremiyorum	ver+Verb^DB+Verb+Able+Neg+Prog1+A1sg
öğreniyoruz	öğren+Verb+Pos+Prog1+A1pl
kesmiyor	kes+Verb+Neg+Prog1+A3sg
benzemiyor	benze+Verb+Neg+Prog1+A3sg
vurmuyor	vur+Verb+Neg+Prog1+A3sg
kaynatıyor	kayna+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
döküyor	dök+Verb+Pos+Prog1+A3sg
kaynaklanıyor	kaynakla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
araştırıyoruz	araştır+Verb+Pos+Prog1+A1pl
çalışıyoruz	çalış+Verb+Pos+Prog1+A1pl
dökülüyorsa	dök+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
yağlanıyorsa	yağla+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
girmiyor	gir+Verb+Neg+Prog1+A3sg
uyarmıyor	uyar+Verb+Neg+Prog1+A3sg
atılmıyor	at+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
okuyoruz	oku+Verb+Pos+Prog1+A1pl
uyarıyoruz	uyar+Verb+Pos+Prog1+A1pl
belirtiyoruz	belir+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
kesiyoruz	kes+Verb+Pos+Prog1+A1pl
veriyoruz	ver+Verb+Pos+Prog1+A1pl
gönderiyoruz	gönder+Verb+Pos+Prog1+A1pl
sağlıyorsak	sağla+Verb+Pos+Prog1+Cond+A1pl
yayınlıyorum	yayınla+Verb+Pos+Prog1+A1sg
göremiyoruz	gör+Verb^DB+Verb+Able+Neg+Prog1+A1pl
uğraşıyor	uğraş+Verb+Pos+Prog1+A3sg
kapılıyoruz	kap+Verb^DB+Verb+Pass+Pos+Prog1+A1pl
tanımıyoruz	tanı+Verb+Neg+Prog1+A1pl
sulandırıyor	sulan+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
satmıyor	sat+Verb+Neg+Prog1+A3sg
inanılıyor	inan+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
dayanmıyor	dayan+Verb+Neg+Prog1+A3sg
alamıyor	al+Verb^DB+Verb+Able+Neg+Prog1+A3sg
zorlaşıyor	zor+Adj^DB+Verb+Become+Pos+Prog1+A3sg
korkuluyor	kork+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
biniyor	bin+Verb+Pos+Prog1+A3sg
tartışıyoruz	tartış+Verb+Pos+Prog1+A1pl
batmıyor	bat+Verb+Neg+Prog1+A3sg
güldürmüyor	gül+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
sırıttırıyor	sırıt+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
tanımlıyor	tanımla+Verb+Pos+Prog1+A3sg
nitelendiriliyor	nitelen+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
kovalıyor	kovala+Verb+Pos+Prog1+A3sg
harcanıyor	harca+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
sürdürüyoruz	sür+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
estiriyor	es+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
verebiliyor	ver+Verb+Pos^DB+Verb+Able+Prog1+A3sg
ayarlıyor	ayarla+Verb+Pos+Prog1+A3sg
boşaltıyor	boşal+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
oynayamıyor	oyna+Verb^DB+Verb+Able+Neg+Prog1+A3sg
korkmuyorsanız	kork+Verb+Neg+Prog1+Cond+A2pl
akıyorsa	ak+Verb+Pos+Prog1+Cond+A3sg
öksürüyorsa	öksür+Verb+Pos+Prog1+Cond+A3sg
indirgiyor	indirge+Verb+Pos+Prog1+A3sg
gerçekleşiyorsa	gerçek+Adj^DB+Verb+Become+Pos+Prog1+Cond+A3sg
kaybettiriliyor	kaybet+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
ölmüyor	öl+Verb+Neg+Prog1+A3sg
öneriliyor	öner+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
veriliyor	ver+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bağırıyorum	bağır+Verb+Pos+Prog1+A1sg
geçirmiyorsa	geç+Verb^DB+Verb+Caus+Neg+Prog1+Cond+A3sg
kılabiliyor	kıl+Verb+Pos^DB+Verb+Able+Prog1+A3sg
getiremiyor	getir+Verb^DB+Verb+Able+Neg+Prog1+A3sg
uğraşıyorum	uğraş+Verb+Pos+Prog1+A1sg
dinliyorum	dinle+Verb+Pos+Prog1+A1sg
inanmıyor	inan+Verb+Neg+Prog1+A3sg
takılabiliyor	tak+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
kesiyorlar	kes+Verb+Pos+Prog1+A3pl
sokmuyorlar	sok+Verb+Neg+Prog1+A3pl
rahatlatıyorlar	rahatla+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
bindiriyoruz	bin+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
indiriyoruz	in+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
etmiyoruz	et+Verb+Neg+Prog1+A1pl
bulunamıyorsa	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Cond+A3sg
tutuyorlar	tut+Verb+Pos+Prog1+A3pl
uğraşıyoruz	uğraş+Verb+Pos+Prog1+A1pl
yayınlatamıyorum	yayınla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
kullanıyorlar	kullan+Verb+Pos+Prog1+A3pl
yürütülüyor	yürü+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
engelleniyor	engelle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
ilerliyor	ilerle+Verb+Pos+Prog1+A3sg
düşündürüyor	düşün+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
konuşmuyor	konuş+Verb+Neg+Prog1+A3sg
derinleştiriyor	derin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Prog1+A3sg
tanımlanıyor	tanımla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çekiliyor	çek+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
katılmıyorum	kat+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
konuşuluyor	konuş+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
özetleniyor	özetle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çıkarabiliyor	çık+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Prog1+A3sg
kurabiliyor	kur+Verb+Pos^DB+Verb+Able+Prog1+A3sg
olamıyor	ol+Verb^DB+Verb+Able+Neg+Prog1+A3sg
araştırılıyor	araştır+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
hesaplanıyor	hesapla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
varsayılıyor	varsay+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
anılıyor	an+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
değerlendiriyor	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+A3sg
tanıtılıyor	tanı+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
katılıyorum	kat+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
yapılmıyorsa	yap+Verb^DB+Verb+Pass+Neg+Prog1+Cond+A3sg
güveniyor	güven+Verb+Pos+Prog1+A3sg
gösteriyorlar	göster+Verb+Pos+Prog1+A3pl
ödüyor	öde+Verb+Pos+Prog1+A3sg
gözüküyor	gözük+Verb+Pos+Prog1+A3sg
kızarıyor	kızar+Verb+Pos+Prog1+A3sg
görmüyorlar	gör+Verb+Neg+Prog1+A3pl
sinirleniyor	sinir+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
yalanlıyor	yalanla+Verb+Pos+Prog1+A3sg
uyarıyor	uyar+Verb+Pos+Prog1+A3sg
gezdiriyor	gez+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
sinirleniyorum	sinir+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A1sg
bilmiyorlar	bil+Verb+Neg+Prog1+A3pl
bahsetmiyorsun	bahset+Verb+Neg+Prog1+A2sg
tutturuyorsun	tut+Verb^DB+Verb+Caus+Pos+Prog1+A2sg
isteniyorsa	iste+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
değişiyorsunuz	değiş+Verb+Pos+Prog1+A2pl
tetikliyor	tetikle+Verb+Pos+Prog1+A3sg
yöneliyorum	yönel+Verb+Pos+Prog1+A1sg
çekiyorum	çek+Verb+Pos+Prog1+A1sg
yorumlanıyor	yorumla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
baskınlaşıyor	baskın+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Prog1+A3sg
anlatabiliyorsunuz	anla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Prog1+A2pl
kopuyor	kop+Verb+Pos+Prog1+A3sg
kapanıyorsunuz	kapa+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
oluyorsunuz	ol+Verb+Pos+Prog1+A2pl
bitiriyorsunuz	bit+Verb^DB+Verb+Caus+Pos+Prog1+A2pl
bitirmiyorsunuz	bit+Verb^DB+Verb+Caus+Neg+Prog1+A2pl
başlıyorsunuz	başla+Verb+Pos+Prog1+A2pl
çalışmıyorlar	çalış+Verb+Neg+Prog1+A3pl
belirliyor	belirle+Verb+Pos+Prog1+A3sg
saptıyorlar	sapta+Verb+Pos+Prog1+A3pl
yetiştiremiyorum	yetiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
bulunduruluyor	bulun+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
savunuyor	savun+Verb+Pos+Prog1+A3sg
yapabiliyor	yap+Verb+Pos^DB+Verb+Able+Prog1+A3sg
yansıtmıyor	yansı+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
çağırıyorlar	çağır+Verb+Pos+Prog1+A3pl
