rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
taşınamayan	taşı+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
daraltamazsınız	daral+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
daraltmanız	daral+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
değiştirmeyi	değiş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
düşünmelisiniz	düşün+Verb+Pos+Neces+A2pl
daraltılır	daral+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
çevirdikten	çevir+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
yükleyebilirler	yükle+Verb+Pos^DB+Verb+Able+Aor+A3pl
sökün	sök+Verb+Pos+Imp+A2pl
sorulursa	sor+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
tamamlanmamıştır	tamamla+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
başlatılana	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
çalışmadığında	çalış+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Loc
durdurduğunda	dur+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
tanımlayabilir	tanımla+Verb+Pos^DB+Verb+Able+Aor+A3sg
dönebilirsiniz	dön+Verb+Pos^DB+Verb+Able+Aor+A2pl
kullanacaksınız	kullan+Verb+Pos+Fut+A2pl
çakışmalarını	çakış+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Acc
tanılama	tanıla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
bileşenlerinden	bileş+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+P3sg+Abl
çıkarılacaktır	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Fut+A3sg+Cop
değiştirilmelidir	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
onaylanmış	onayla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
tanımlamasını	tanımla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
öğrendikten	öğren+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
tekrarlanır	tekrarla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hazırlamıştır	hazırla+Verb+Pos+Narr+A3sg+Cop
uyandırmak	uyan+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
aramasının	ara+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
uyarması	uyar+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
gerçekleştirmediği	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Neg^DB+Adj+PastPart+P3sg
kapatması	kapa+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
gerekmediğini	gerek+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
gerçekleştirilmelidir	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
kesmeniz	kes+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
çıkarmanız	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
bağlanmışsa	bağla+Verb^DB+Verb+Pass+Pos+Narr+Cond+A3sg
yapılandırmanızın	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P2pl+Gen
uygulanamaz	uygula+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
etkinleştirilmez	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
bırakılmaz	bırak+Verb^DB+Verb+Pass+Neg+Aor+A3sg
ayrılabilir	ayır+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
başlatılamaz	başla+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
gruplandırılarak	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
olduklarına	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Dat
ekleneceğini	ekle+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
kesilmeden	kes+Verb^DB+Verb+Pass+Pos^DB+Adverb+WithoutHavingDoneSo
yapıldığında	yap+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
sağlayıcınıza	sağla+Verb+Pos^DB+Noun+Agt+A3sg+P2pl+Dat
kaydedilip	kaydet+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
kaydedilmediğini	kaydet+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
kullanılmadığını	kullan+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
kurulduktan	kur+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
belirtilmektedir	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
yapılandırmalarının	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3pl+P3sg+Gen
yapılandırmada	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Loc
gerçekleştiren	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adj+PresPart
aşacak	aş+Verb+Pos+Fut+A3sg
durdurulur	dur+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
düzenleyici	düzenle+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
kullanıp	kullan+Verb+Pos^DB+Adverb+AfterDoingSo
kullanmadığını	kullan+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
düzenleyicinin	düzenle+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Gen
atamalısınız	ata+Verb+Pos+Neces+A2pl
yönetemez	yönet+Verb^DB+Verb+Able+Neg+Aor+A3sg
silemezler	sil+Verb^DB+Verb+Able+Neg+Aor+A3pl
istemeyebilirsiniz	iste+Verb+Neg^DB+Verb+Able+Aor+A2pl
sıfırlanır	sıfırla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
görünecektir	görün+Verb+Pos+Fut+A3sg+Cop
varsayılandan	varsay+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Abl
tamamlama	tamamla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
dağıtıldıktan	dağıt+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
bileşenlerin	bileş+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
güncelleştirmesi	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
sınayabilir	sına+Verb+Pos^DB+Verb+Able+Aor+A3sg
yüklenmek	yükle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
olmamasıdır	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çoğaltabilirsiniz	çoğal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
çağırdıklarında	çağır+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Loc
belirlemiş	belirle+Verb+Pos+Narr+A3sg
başlatılışında	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Loc
sağlarsa	sağla+Verb+Pos+Aor+Cond+A3sg
dağıtmayı	dağıt+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
geliştirme	geliş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kollamak	kolla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
izlemeler	izle+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
artırabilirsiniz	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
imzalama	imzala+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
açıklanır	açıkla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kaydolması	kaydol+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
isteme	iste+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kaydolarak	kaydol+Verb+Pos^DB+Adverb+ByDoingSo
imzalamak	imzala+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
karşılaştırılır	karşılaş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
depolanıyorsa	depola+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
duyulursa	duy+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
işlenir	işle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
doğrulayan	doğrula+Verb+Pos^DB+Adj+PresPart
verildikten	ver+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
denetleyici	denetle+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
eşitlenmemişse	eşitle+Verb^DB+Verb+Pass+Neg+Narr+Cond+A3sg
tanımlamasına	tanımla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
edindiğini	edin+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
bildiren	bil+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
tanımlayıcısıyla	tanımla+Verb+Pos^DB+Noun+Agt+A3sg+P3sg+Ins
gösterdiğinde	göster+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
incelenebilir	incele+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gerçekleştirip	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
gerçekleştiremeyeceğini	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
verilmeden	ver+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
düzenlenemez	düzenle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kılarsa	kıl+Verb+Pos+Aor+Cond+A3sg
kopyalamalıdır	kopyala+Verb+Pos+Neces+A3sg+Cop
yenilemesine	yenile+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
görüntülemesine	görüntüle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
taşımasına	taşı+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
kopyalamasına	kopyala+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
yönetmeleri	yönet+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
gerçekleştirilebilir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
artmaktadır	art+Verb+Pos+Prog2+A3sg+Cop
kullanılabilse	kullan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Desr+A3sg
şifreleyen	şifrele+Verb+Pos^DB+Adj+PresPart
şifreledikten	şifrele+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
çalışırsınız	çalış+Verb+Pos+Aor+A2pl
çözülmez	çöz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
çözülmelidir	çöz+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
düşündüğünüz	düşün+Verb+Pos^DB+Adj+PastPart+P2pl
kullanılışında	kullan+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Loc
yapılandırılmasına	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
incelemenize	incele+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
alıcılar	al+Verb+Pos^DB+Noun+Agt+A3pl+Pnon+Nom
gerçekleştirilebilse	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Desr+A3sg
aktarıldığı	aktar+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
uğrarsa	uğra+Verb+Pos+Aor+Cond+A3sg
yönetmesine	yönet+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
atadığı	ata+Verb+Pos^DB+Adj+PastPart+P3sg
imzalamakta	imzala+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
kurdukları	kur+Verb+Pos^DB+Adj+PastPart+P3pl
kanıtlayabilmeli	kanıtla+Verb+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Adj+With
doğrulayabilmelidir	doğrula+Verb+Pos^DB+Verb+Able+Neces+A3sg+Cop
görmeyeceklerinden	gör+Verb+Neg^DB+Noun+FutPart+A3pl+P3sg+Abl
gönderiliyorsa	gönder+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
isteyeceklerdir	iste+Verb+Pos+Fut+A3pl+Cop
imzalandığı	imzala+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
değiştirilmediğine	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
edememe	et+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
bulunduran	bulun+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
kalkmasıdır	kalk+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
verenle	ver+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Ins
değerlendirilmez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
temizlenmesini	temizle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
alınamamasına	al+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
tamamlaması	tamamla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
anımsatıcı	anımsa+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
beklemekte	bekle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
doğrulamayı	doğrula+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
tamamlanacağını	tamamla+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
karmalarını	kar+Verb+Pos^DB+Noun+Inf2+A3sg+P3pl+Acc
uygulamalarının	uygula+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Gen
yükledikleri	yükle+Verb+Pos^DB+Adj+PastPart+P3pl
anlamamakta	anla+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Loc
etmemektedir	et+Verb+Neg+Prog2+A3sg+Cop
geldiğinin	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
denetlemelerini	denetle+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Acc
şifrelemesinde	şifrele+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Loc
kılınabilir	kıl+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gelmelidir	gel+Verb+Pos+Neces+A3sg+Cop
adlandırılmalıdır	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
yetkilendirebilirsiniz	yetki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
kullanılmayacaksa	kullan+Verb^DB+Verb+Pass+Neg+Fut+Cond+A3sg
kullanılmamalıdır	kullan+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
kullanabilmek	kullan+Verb+Pos^DB+Verb+Able^DB+Noun+Inf1+A3sg+Pnon+Nom
düzenlenemediğinden	düzenle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
düzenleyicide	düzenle+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Loc
yazılacağı	yaz+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Nom
kullanmayla	kullan+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
değiştirebilen	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able^DB+Adj+PresPart
yapılandırıldıktan	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
atandıktan	ata+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
uygulamanıza	uygula+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
tanımlayamazsınız	tanımla+Verb^DB+Verb+Able+Neg+Aor+A2pl
sunmaz	sun+Verb+Neg+Aor+A3sg
sınayabileceği	sına+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom
dayandırabilirsiniz	dayan+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
faturalanabilecek	faturala+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
kullanılıyorlarsa	kullan+Verb^DB+Verb+Pass+Pos+Prog1+A3pl+Cond
denetlenmesini	denetle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
üretmez	üre+Verb^DB+Verb+Caus+Neg+Aor+A3sg
üretmesini	üre+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
açıklamasıdır	açıkla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doğrulamaya	doğrula+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
oluşturmasına	oluş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
temizlediğinizde	temizle+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Loc
kullanmayacağını	kullan+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
büyüyebileceğini	büyü+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Acc
kaydetmeyeceğini	kaydet+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
bağdaştırıcıları	bağdaş+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3pl+P3sg+Nom
kullanıcılardan	kullan+Verb+Pos^DB+Noun+Agt+A3pl+Pnon+Abl
kullanıcılarla	kullan+Verb+Pos^DB+Noun+Agt+A3pl+Pnon+Ins
kurulmasına	kur+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
gerektirme	gerek+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kesilmesine	kes+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
belirtmeyen	belir+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
uygulanabilmesi	uygula+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+P3sg+Nom
sağlanması	sağla+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
sarar	sar+Verb+Pos+Aor+A3sg
ulaştıktan	ulaş+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
yükseltmenizi	yüksel+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P2pl+Acc
oluşturulmasını	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
değiştirilmesini	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
devralındığı	devral+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
okunmasına	oku+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
kaydedilecektir	kaydet+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
koruyup	koru+Verb+Pos^DB+Adverb+AfterDoingSo
korumadıklarına	koru+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Dat
silebilirler	sil+Verb+Pos^DB+Verb+Able+Aor+A3pl
devralınmıştır	devral+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
görüntülediğinizde	görüntüle+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Loc
görünmelidir	görün+Verb+Pos+Neces+A3sg+Cop
durdurulduğu	dur+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
içermeyeceğini	içer+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
aranır	ara+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sınırlamalısınız	sınırla+Verb+Pos+Neces+A2pl
çıkış	çık+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
alınacağını	alın+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
çıkarılmamalıdır	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg+Cop
amaçlanır	amaçla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
eriştiyseniz	eriş+Verb+Pos+Past+Cond+A2pl
yapılandırmasının	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
içermeyebilir	içer+Verb+Neg^DB+Verb+Able+Aor+A3sg
görüntüleninceye	görüntüle+Verb^DB+Verb+Pass+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
gördüklerinizden	gör+Verb+Pos^DB+Noun+PastPart+A3pl+P2pl+Abl
denetleyebileceğiniz	denetle+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P2pl+Nom
gerçekleştirebilmeniz	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+P2pl+Nom
gerçekleştirmeyi	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
belirleyebilirim	belirle+Verb+Pos^DB+Verb+Able+Aor+A1sg
engelleyebilecek	engelle+Verb+Pos^DB+Verb+Able+Fut+A3sg
düzeltebilecek	düzel+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
artırabilecek	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
geliştirebilecek	geliş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
kurmam	kur+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Nom
yüklenmeye	yükle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
bitirmem	bit+Verb^DB+Verb+Caus+Neg+Aor+A1sg
başlatmam	başla+Verb^DB+Verb+Caus+Neg+Aor+A1sg
isteniyor	iste+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
güncelleştirmesini	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
çözemiyorum	çöz+Verb^DB+Verb+Able+Neg+Prog1+A1sg
görüntülüyorsa	görüntüle+Verb+Pos+Prog1+Cond+A3sg
bulamazsanız	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
artırdığından	art+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
kaldırmamanız	kal+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
istediğinizden	iste+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Abl
denetleyebilirim	denetle+Verb+Pos^DB+Verb+Able+Aor+A1sg
yükleyecek	yükle+Verb+Pos+Fut+A3sg
tutmanıza	tut+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
güncelleştirilmiştir	güncel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
alınabileceği	alın+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom
yapılacağına	yap+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Dat
aldığınızdan	al+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Abl
oynamasına	oyna+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
verecekleri	ver+Verb+Pos^DB+Noun+FutPart+A3sg+P3pl+Nom
belirlemesini	belirle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
kısıtlayabilir	kısıtla+Verb+Pos^DB+Verb+Able+Aor+A3sg
sınırlandırabilir	sınır+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
duymasını	duy+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
istemedikleri	iste+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
engelleyebilirler	engelle+Verb+Pos^DB+Verb+Able+Aor+A3pl
dağıtın	dağıt+Verb+Pos+Imp+A2pl
kıramadı	kır+Verb^DB+Verb+Able+Neg+Past+A3sg
planlandığı	planla+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
dövüle	döv+Verb^DB+Verb+Pass+Pos+Opt+A3sg
öldürülüyor	öl+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
ağlayanlar	ağla+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
kurduğu	kur+Verb+Pos^DB+Adj+PastPart+P3sg
ediniverdi	edin+Verb+Pos^DB+Verb+Hastily+Past+A3sg
aştı	aş+Verb+Pos+Past+A3sg
araştırıyor	araştır+Verb+Pos+Prog1+A3sg
gelmeyen	gel+Verb+Neg^DB+Adj+PresPart
bakamıyoruz	bak+Verb^DB+Verb+Able+Neg+Prog1+A1pl
uğradıkları	uğra+Verb+Pos^DB+Adj+PastPart+P3pl
girişen	giriş+Verb+Pos^DB+Adj+PresPart
tanıştırıyor	tanış+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
kuruyorlar	kur+Verb+Pos+Prog1+A3pl
uğraşıyorlar	uğraş+Verb+Pos+Prog1+A3pl
adamışlar	ada+Verb+Pos+Narr+A3pl
