rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
haftalardır	hafta+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
kalabiliyor	kal+Verb+Pos^DB+Verb+Able+Prog1+A3sg
unutuyor	unut+Verb+Pos+Prog1+A3sg
izledik	izle+Verb+Pos+Past+A1pl
yaptırıyor	yap+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
unutuluyor	unut+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gazeteciyiz	gazeteci+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
isteriz	iste+Verb+Pos+Aor+A1pl
gidersin	git+Verb+Pos+Aor+A2sg
dersek	de+Verb+Pos+Aor+Cond+A1pl
kabarır	kabar+Verb+Pos+Aor+A3sg
üzüldü	üz+Verb^DB+Verb+Pass+Pos+Past+A3sg
haketmedi	haket+Verb+Neg+Past+A3sg
harcattı	harca+Verb^DB+Verb+Caus+Pos+Past+A3sg
ölçüşecek	ölç+Verb^DB+Verb+Recip+Pos+Fut+A3sg
kıyaslanacak	kıyasla+Verb^DB+Verb+Pass+Pos+Fut+A3sg
yuvarlaktır	yuvarlak+Adj^DB+Verb+Zero+Pres+A3sg+Cop
televizyoncuyuz	televizyoncu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
kazanıyoruz	kazan+Verb+Pos+Prog1+A1pl
alsın	al+Verb+Pos+Imp+A3sg
fırçalanır	fırçala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
atarsan	at+Verb+Pos+Aor+Cond+A2sg
gideceksin	git+Verb+Pos+Fut+A2sg
fırçalayabilirsiniz	fırçala+Verb+Pos^DB+Verb+Able+Aor+A2pl
fırçalıyordum	fırçala+Verb+Pos+Prog1+Past+A1sg
fırçalamayın	fırçala+Verb+Neg+Imp+A2pl
dese	de+Verb+Pos+Desr+A3sg
fırçalayacaktım	fırçala+Verb+Pos+Fut+Past+A1sg
temizliktir	temiz+Adj^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
alınmıyoruz	al+Verb^DB+Verb+Pass+Neg+Prog1+A1pl
seçemezseniz	seç+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
oynarsınız	oyna+Verb+Pos+Aor+A2pl
büyüdün	büyü+Verb+Pos+Past+A2sg
bilmezsin	bil+Verb+Neg+Aor+A2sg
adamsın	adam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
itiyorlar	it+Verb+Pos+Prog1+A3pl
gözükme	gözük+Verb+Neg+Imp+A2sg
düşündün	düş+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Past+A2sg
yaptılar	yap+Verb+Pos+Past+A3pl
gezdiler	gez+Verb+Pos+Past+A3pl
sorarsan	sor+Verb+Pos+Aor+Cond+A2sg
vururuz	vur+Verb+Pos+Aor+A1pl
alınmışlar	al+Verb^DB+Verb+Pass+Pos+Narr+A3pl
gözlüyor	gözle+Verb+Pos+Prog1+A3sg
ütülüyor	üt+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bitiyor	bit+Verb+Pos+Prog1+A3sg
hallederiz	hallet+Verb+Pos+Aor+A1pl
çalışmayacaktın	çalış+Verb+Neg+Fut+Past+A2sg
düşmezdin	düş+Verb+Neg+Aor+Past+A2sg
kaynıyor	kayna+Verb+Pos+Prog1+A3sg
çekebiliyor	çek+Verb+Pos^DB+Verb+Able+Prog1+A3sg
anlaşmışlar	anlaş+Verb+Pos+Narr+A3pl
götürüyorlar	götür+Verb+Pos+Prog1+A3pl
giriyorlar	gir+Verb+Pos+Prog1+A3pl
sürerseniz	sür+Verb+Pos+Aor+Cond+A2pl
sokarsınız	sok+Verb+Pos+Aor+A2pl
kaçırırsınız	kaç+Verb^DB+Verb+Caus+Pos+Aor+A2pl
alacağız	al+Verb+Pos+Fut+A1pl
başlayacaksa	başla+Verb+Pos+Fut+Cond+A3sg
kalıveriyoruz	kal+Verb+Pos^DB+Verb+Hastily+Prog1+A1pl
seyrediyorum	seyret+Verb+Pos+Prog1+A1sg
yayınlasa	yayınla+Verb+Pos+Desr+A3sg
seyredecek	seyret+Verb+Pos+Fut+A3sg
vaziyetteyiz	vaziyet+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
düşürmesin	düş+Verb^DB+Verb+Caus+Neg+Imp+A3sg
anlatılır	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
alışkındır	alışkı+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çeker	çek+Verb+Pos+Aor+A3sg
özledim	özle+Verb+Pos+Past+A1sg
tutuyordur	tut+Verb+Pos+Prog1+A3sg+Cop
taraftarıdır	taraftar+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
alamamıştım	al+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
çizilir	çiz+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sevmedim	sev+Verb+Neg+Past+A1sg
anlatmış	anla+Verb^DB+Verb+Caus+Pos+Narr+A3sg
ayırmışlar	ayır+Verb+Pos+Narr+A3pl
anmışlar	an+Verb+Pos+Narr+A3pl
sevilir	sev+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bastırıyor	bas+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yendiniz	yen+Verb+Pos+Past+A2pl
yenildiniz	ye+Verb^DB+Verb+Pass+Pos+Past+A2pl
yaşadınız	yaşa+Verb+Pos+Past+A2pl
bağırdınız	bağır+Verb+Pos+Past+A2pl
rahatladınız	rahatla+Verb+Pos+Past+A2pl
paniklediniz	panikle+Verb+Pos+Past+A2pl
attınız	at+Verb+Pos+Past+A2pl
ağladınız	ağla+Verb+Pos+Past+A2pl
eklendi	ekle+Verb^DB+Verb+Pass+Pos+Past+A3sg
hissedersiniz	hisset+Verb+Pos+Aor+A2pl
çekersiniz	çek+Verb+Pos+Aor+A2pl
kaybedersek	kaybet+Verb+Pos+Aor+Cond+A1pl
bitmiyor	bit+Verb+Neg+Prog1+A3sg
başlamıyor	başla+Verb+Neg+Prog1+A3sg
atmayacak	at+Verb+Neg+Fut+A3sg
bahsetmeyeceğim	bahset+Verb+Neg+Fut+A1sg
koptum	kop+Verb+Pos+Past+A1sg
almam	al+Verb+Neg+Aor+A1sg
yaptırıla	yap+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Opt+A3sg
koyuyorum	koy+Verb+Pos+Prog1+A1sg
oluruz	ol+Verb+Pos+Aor+A1pl
bankacıyım	bankacı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
yatırdınız	yat+Verb^DB+Verb+Caus+Pos+Past+A2pl
yapmadınız	yap+Verb+Neg+Past+A2pl
aydınlatabilir	aydınlat+Verb+Pos^DB+Verb+Able+Aor+A3sg
bulmadım	bul+Verb+Neg+Past+A1sg
yaratmıyor	yarat+Verb+Neg+Prog1+A3sg
kullanıyorsun	kullan+Verb+Pos+Prog1+A2sg
kaçıyorsun	kaç+Verb+Pos+Prog1+A2sg
unutmayalım	unut+Verb+Neg+Opt+A1pl
giymişler	giy+Verb+Pos+Narr+A3pl
toplanıyor	topla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oynatılıyor	oyna+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
kişiselleştirilebilir	kişisel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yazmazsanız	yaz+Verb+Neg+Aor+Cond+A2pl
düşünemiyorum	düşün+Verb^DB+Verb+Able+Neg+Prog1+A1sg
döşeyelim	döşe+Verb+Pos+Opt+A1pl
kaldırırlar	kaldır+Verb+Pos+Aor+A3pl
üsteledi	üstele+Verb+Pos+Past+A3sg
olmuyorsun	ol+Verb+Neg+Prog1+A2sg
yıkanmış	yıka+Verb^DB+Verb+Pass+Pos+Narr+A3sg
kokmamış	kok+Verb+Neg+Narr+A3sg
yedire	ye+Verb^DB+Verb+Caus+Pos+Opt+A3sg
etmiştir	et+Verb+Pos+Narr+A3sg+Cop
güvenmeliyiz	güven+Verb+Pos+Neces+A1pl
açıklamıştım	açıkla+Verb+Pos+Narr+Past+A1sg
giderebilirler	gider+Verb+Pos^DB+Verb+Able+Aor+A3pl
açmaktadır	aç+Verb+Pos+Prog2+A3sg+Cop
anlaşılmaktadır	anlaş+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
oluşmalı	oluş+Verb+Pos+Neces+A3sg
geçmiyor	geç+Verb+Neg+Prog1+A3sg
olmuşlar	ol+Verb+Pos+Narr+A3pl
kesiliyor	kes+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bildiriyoruz	bil+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
göremiyor	gör+Verb^DB+Verb+Able+Neg+Prog1+A3sg
önlemenizdir	önle+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doğruladılar	doğrula+Verb+Pos+Past+A3pl
oynanıyordu	oyna+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
keseriz	kes+Verb+Pos+Aor+A1pl
yapamayız	yap+Verb^DB+Verb+Able+Neg+Aor+A1pl
kuruluşuyuz	kur+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
almazmış	al+Verb+Neg+Aor+Narr+A3sg
yaptıramıyormuş	yap+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+Narr+A3sg
gizleniyor	gizle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
verilmiyor	ver+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
veremiyorsa	ver+Verb^DB+Verb+Able+Neg+Prog1+Cond+A3sg
yeğliyorsa	yeğle+Verb+Pos+Prog1+Cond+A3sg
ilginçtir	ilginç+Adj^DB+Verb+Zero+Pres+A3sg+Cop
gidemiyor	git+Verb^DB+Verb+Able+Neg+Prog1+A3sg
yineliyorsunuz	yinele+Verb+Pos+Prog1+A2pl
çekiyorlar	çek+Verb+Pos+Prog1+A3pl
bitireceğiz	bit+Verb^DB+Verb+Caus+Pos+Fut+A1pl
tükenmez	tüken+Verb+Neg+Aor+A3sg
çekilmeyecekler	çek+Verb^DB+Verb+Pass+Neg+Fut+A3pl
dönecekler	dön+Verb+Pos+Fut+A3pl
birleşelim	birleş+Verb+Pos+Opt+A1pl
bakıldı	bak+Verb^DB+Verb+Pass+Pos+Past+A3sg
edilmedi	et+Verb^DB+Verb+Pass+Neg+Past+A3sg
tasarruflarıdır	tasarruf+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
alınmasın	alın+Verb+Neg+Imp+A3sg
harcayalım	harca+Verb+Pos+Opt+A1pl
aşılabilir	aş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
biberidir	biber+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kabullenilemez	kabullen+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
dönelim	dön+Verb+Pos+Opt+A1pl
galibiz	galip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
yenildik	ye+Verb^DB+Verb+Pass+Pos+Past+A1pl
oynadık	oyna+Verb+Pos+Past+A1pl
yiyoruz	ye+Verb+Pos+Prog1+A1pl
bağlıyoruz	bağla+Verb+Pos+Prog1+A1pl
görüştüm	görüş+Verb+Pos+Past+A1sg
atabilirdiniz	at+Verb+Pos^DB+Verb+Able+Aor+Past+A2pl
oynuyorlardı	oyna+Verb+Pos+Prog1+A3pl+Past
sinirliydiler	sinir+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3pl
alıyoruz	al+Verb+Pos+Prog1+A1pl
korkaktı	korkak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
getirmedi	getir+Verb+Neg+Past+A3sg
alabilirdi	al+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
yaşıyorduk	yaşa+Verb+Pos+Prog1+Past+A1pl
aradık	ara+Verb+Pos+Past+A1pl
aramadı	ara+Verb+Neg+Past+A3sg
düşüyor	düş+Verb+Pos+Prog1+A3sg
sıkıntıdayım	sıkıntı+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
kaybedersen	kaybet+Verb+Pos+Aor+Cond+A2sg
dinledik	dinle+Verb+Pos+Past+A1pl
oynasak	oyna+Verb+Pos+Desr+A1pl
düşürdük	düş+Verb^DB+Verb+Caus+Pos+Past+A1pl
etkiliyorlar	etkile+Verb+Pos+Prog1+A3pl
oynasan	oyna+Verb+Pos+Desr+A2sg
kaybettik	kaybet+Verb+Pos+Past+A1pl
oynansa	oyna+Verb^DB+Verb+Pass+Pos+Desr+A3sg
yeneriz	yen+Verb+Pos+Aor+A1pl
oynuyoruz	oyna+Verb+Pos+Prog1+A1pl
takımıyız	takım+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
yenerim	yen+Verb+Pos+Aor+A1sg
ambalajıydı	ambalaj+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
oynatmazsın	oyna+Verb^DB+Verb+Caus+Neg+Aor+A2sg
bulunacaktı	bulun+Verb+Pos+Fut+Past+A3sg
takmış	tak+Verb+Pos+Narr+A3sg
taşıdın	taşı+Verb+Pos+Past+A2sg
gönderdin	gönder+Verb+Pos+Past+A2sg
kaybedilmiş	kaybet+Verb^DB+Verb+Pass+Pos+Narr+A3sg
kilitlendi	kilitle+Verb^DB+Verb+Pass+Pos+Past+A3sg
kurumsallaştırdık	kurumsal+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Past+A1pl
başaracağız	başar+Verb+Pos+Fut+A1pl
hazırlanacağız	hazırla+Verb^DB+Verb+Pass+Pos+Fut+A1pl
bitirdik	bit+Verb^DB+Verb+Caus+Pos+Past+A1pl
kapatacağız	kapa+Verb^DB+Verb+Caus+Pos+Fut+A1pl
engelleyemez	engelle+Verb^DB+Verb+Able+Neg+Aor+A3sg
hazırlanıyor	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
formdayız	form+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
oynamıyorlar	oyna+Verb+Neg+Prog1+A3pl
oturtamadılar	otur+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3pl
oynatamıyor	oyna+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
etmiyor	et+Verb+Neg+Prog1+A3sg
davranır	davran+Verb+Pos+Aor+A3sg
kopmayacak	kop+Verb+Neg+Fut+A3sg
kırılmasın	kır+Verb^DB+Verb+Pass+Neg+Imp+A3sg
yönetilirse	yönet+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
gözüküyorlar	gözük+Verb+Pos+Prog1+A3pl
atılırsa	at+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
rahatlatır	rahatla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kalkmalı	kalk+Verb+Pos+Neces+A3sg
unutulmalı	unut+Verb^DB+Verb+Pass+Pos+Neces+A3sg
geçemeyiz	geç+Verb^DB+Verb+Able+Neg+Aor+A1pl
içindeler	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
karşılaşacak	karşılaş+Verb+Pos+Fut+A3sg
sakatlanır	sakatla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
iyileşir	iyi+Adj^DB+Verb+Become+Pos+Aor+A3sg
oynar	oyna+Verb+Pos+Aor+A3sg
sakatlanabilir	sakatla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
oynamasın	oyna+Verb+Neg+Imp+A3sg
düzelecek	düzel+Verb+Pos+Fut+A3sg
yatırılır	yat+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yaptırılır	yap+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
oynamıyor	oyna+Verb+Neg+Prog1+A3sg
maçtır	maç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
oynarsa	oyna+Verb+Pos+Aor+Cond+A3sg
satılacaksa	sat+Verb^DB+Verb+Pass+Pos+Fut+Cond+A3sg
oynanacak	oyna+Verb^DB+Verb+Pass+Pos+Fut+A3sg
vermezse	ver+Verb+Neg+Aor+Cond+A3sg
edemezse	et+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
çalışırlar	çalış+Verb+Pos+Aor+A3pl
yönelmemeli	yönel+Verb+Neg+Neces+A3sg
imzalanacak	imzala+Verb^DB+Verb+Pass+Pos+Fut+A3sg
verecektir	ver+Verb+Pos+Fut+A3sg+Cop
sergilenecek	sergile+Verb^DB+Verb+Pass+Pos+Fut+A3sg
gelecektir	gel+Verb+Pos+Fut+A3sg+Cop
insanlardı	insan+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yerleşmiş	yerleş+Verb+Pos+Narr+A3sg
sözdür	söz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
özdeşleştirmiş	özdeş+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Narr+A3sg
ummazdım	um+Verb+Neg+Aor+Past+A1sg
planlayın	planla+Verb+Pos+Imp+A2pl
batarsınız	bat+Verb+Pos+Aor+A2pl
çalışırsanız	çalış+Verb+Pos+Aor+Cond+A2pl
attığınızsa	at+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Nom^DB+Verb+Zero+Cond+A3sg
şansınız	şan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
kazandıysak	kazan+Verb+Pos+Past+Cond+A1pl
kalmadıysa	kal+Verb+Neg+Past+Cond+A3sg
ezin	ez+Verb+Pos+Imp+A2pl
atarsınız	at+Verb+Pos+Aor+A2pl
almazsa	al+Verb+Neg+Aor+Cond+A3sg
geçirecektir	geç+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
okutmuştu	oku+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
sayesindedir	saye+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kullanılsa	kullan+Verb^DB+Verb+Pass+Pos+Desr+A3sg
uzuyor	uza+Verb+Pos+Prog1+A3sg
şişirilmiş	şiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
hafifletsin	hafifle+Verb^DB+Verb+Caus+Pos+Imp+A3sg
atarım	at+Verb+Pos+Aor+A1sg
sularlarmış	sula+Verb+Pos+Aor+A3pl+Narr
bunlarsa	bu+Pron+Demons+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
belirtiyor	belir+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yaralıyor	yarala+Verb+Pos+Prog1+A3sg
affetmiş	affet+Verb+Pos+Narr+A3sg
inanamadım	inan+Verb^DB+Verb+Able+Neg+Past+A1sg
görmüşler	gör+Verb+Pos+Narr+A3pl
dalmışlar	dal+Verb+Pos+Narr+A3pl
yapabilmişler	yap+Verb+Pos^DB+Verb+Able+Narr+A3pl
başlamışlar	başla+Verb+Pos+Narr+A3pl
sonuçtu	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
niyetlendiniz	niyet+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A2pl
uyduramıyorlarsa	uy+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3pl+Cond
sorulmalıdır	sor+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
değerlendirilemez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
etkendi	etken+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
zorlanıyor	zorla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kazandılar	kazan+Verb+Pos+Past+A3pl
alınabilseydi	al+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Desr+Past+A3sg
olunabilirdi	ol+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Past+A3sg
geçemiyorum	geç+Verb^DB+Verb+Able+Neg+Prog1+A1sg
yenildi	ye+Verb^DB+Verb+Pass+Pos+Past+A3sg
yıktı	yık+Verb+Pos+Past+A3sg
katılamayacağım	kat+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A1sg
hedefliyor	hedefle+Verb+Pos+Prog1+A3sg
düşüyorlar	düş+Verb+Pos+Prog1+A3pl
koyuyor	koy+Verb+Pos+Prog1+A3sg
tamamladılar	tamamla+Verb+Pos+Past+A3pl
hedefliyorlar	hedefle+Verb+Pos+Prog1+A3pl
kaldırdılar	kal+Verb^DB+Verb+Caus+Pos+Past+A3pl
istedik	iste+Verb+Pos+Past+A1pl
başardık	başar+Verb+Pos+Past+A1pl
yerleştik	yerleş+Verb+Pos+Past+A1pl
yükseldiler	yüksel+Verb+Pos+Past+A3pl
esirgemeyeceğim	esirge+Verb+Neg+Fut+A1sg
oluşturdular	oluş+Verb^DB+Verb+Caus+Pos+Past+A3pl
giyiyor	giy+Verb+Pos+Prog1+A3sg
hatırlatıyor	hatırla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
edindik	edin+Verb+Pos+Past+A1pl
izlediler	izle+Verb+Pos+Past+A3pl
takımınınkiydi	takım+Noun+A3sg+P3sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
önerdiler	öner+Verb+Pos+Past+A3pl
getirtiliyor	getir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
kalıyorlar	kal+Verb+Pos+Prog1+A3pl
solunmayacak	sol+Verb^DB+Verb+Pass+Neg+Fut+A3sg
birleştiriyor	birleş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
başlanılacak	başla+Verb^DB+Verb+Pass+Pos+Fut+A3sg
öngörülüyor	öngör+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
dairelerse	daire+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
oluşturulabiliyor	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
basar	bas+Verb+Pos+Aor+A3sg
araştırdık	araştır+Verb+Pos+Past+A1pl
mekanıydı	mekan+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
vurguluyor	vurgula+Verb+Pos+Prog1+A3sg
uzaklaşmıyor	uzak+Adj^DB+Verb+Become+Neg+Prog1+A3sg
performansıydı	performans+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
hakkındaydı	hak+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
koyuydu	koy+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
odaklandı	odakla+Verb^DB+Verb+Pass+Pos+Past+A3sg
düşmez	düş+Verb+Neg+Aor+A3sg
tutuluyor	tut+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
aratmıyor	ara+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
sorduk	sor+Verb+Pos+Past+A1pl
konuşamam	konuş+Verb^DB+Verb+Able+Neg+Aor+A1sg
yönündeydi	yön+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
görünse	görün+Verb+Pos+Desr+A3sg
açıklıyor	açıkla+Verb+Pos+Prog1+A3sg
öğrendik	öğren+Verb+Pos+Past+A1pl
gitmiyorsunuz	git+Verb+Neg+Prog1+A2pl
çalışılıyor	çalış+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
anlatılıyor	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
çalıyorsunuz	çal+Verb+Pos+Prog1+A2pl
sahneleniyor	sahnele+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
edilebiliyor	et+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
davranmayın	davran+Verb+Neg+Imp+A2pl
çekerse	çek+Verb+Pos+Aor+Cond+A3sg
yiyebiliyorsunuz	ye+Verb+Pos^DB+Verb+Able+Prog1+A2pl
katlettiler	katlet+Verb+Pos+Past+A3pl
oynaya	oyna+Verb+Pos+Opt+A3sg
çektiler	çek+Verb+Pos+Past+A3pl
kurumudur	kurum+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
üretir	üre+Verb^DB+Verb+Caus+Pos+Aor+A3sg
özerktir	özerk+Adj^DB+Verb+Zero+Pres+A3sg+Cop
ödenmez	öde+Verb^DB+Verb+Pass+Neg+Aor+A3sg
atamıştır	ata+Verb+Pos+Narr+A3sg+Cop
sıvamış	sıva+Verb+Pos+Narr+A3sg
kaldırmıştır	kaldır+Verb+Pos+Narr+A3sg+Cop
yapmıştır	yap+Verb+Pos+Narr+A3sg+Cop
insandır	insan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hazırlatıyor	hazırla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
suçluyor	suçla+Verb+Pos+Prog1+A3sg
hayrettir	hayret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sızlamıyor	sızla+Verb+Neg+Prog1+A3sg
pişmiş	piş+Verb+Pos+Narr+A3sg
sırıtıyorlar	sırıt+Verb+Pos+Prog1+A3pl
katlediyorlar	katlet+Verb+Pos+Prog1+A3pl
uğruyoruz	uğra+Verb+Pos+Prog1+A1pl
açıklayabiliriz	açıkla+Verb+Pos^DB+Verb+Able+Aor+A1pl
azalacaktır	azal+Verb+Pos+Fut+A3sg+Cop
geçecektir	geç+Verb+Pos+Fut+A3sg+Cop
çekelim	çek+Verb+Pos+Opt+A1pl
katılmıyor	kat+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
oluşturacaktır	oluş+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
tartışmış	tartış+Verb+Pos+Narr+A3sg
getiremediler	getir+Verb^DB+Verb+Able+Neg+Past+A3pl
söylemelidirler	söyle+Verb+Pos+Neces+A3pl+Cop
takmaz	tak+Verb+Neg+Aor+A3sg
sorabilirdi	sor+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
getirilmişse	getir+Verb^DB+Verb+Pass+Pos+Narr+Cond+A3sg
düşünmelidir	düşün+Verb+Pos+Neces+A3sg+Cop
çalınır	çal+Verb^DB+Verb+Pass+Pos+Aor+A3sg
ediyormuş	et+Verb+Pos+Prog1+Narr+A3sg
koruyun	koru+Verb+Pos+Imp+A2pl
solcuyum	sol+Adj^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
demokratım	demokrat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
yutturdu	yut+Verb^DB+Verb+Caus+Pos+Past+A3sg
görüldü	gör+Verb^DB+Verb+Pass+Pos+Past+A3sg
dönüyoruz	dön+Verb+Pos+Prog1+A1pl
çalışacağız	çalış+Verb+Pos+Fut+A1pl
diyecekler	de+Verb+Pos+Fut+A3pl
katlanıyor	katlan+Verb+Pos+Prog1+A3sg
kazanamıyor	kazan+Verb^DB+Verb+Able+Neg+Prog1+A3sg
gelemiyoruz	gel+Verb^DB+Verb+Able+Neg+Prog1+A1pl
