rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
göndermişse	gönder+Verb+Pos+Narr+Cond+A3sg
alabilirsiniz	al+Verb+Pos^DB+Verb+Able+Aor+A2pl
üzülmeyin	üz+Verb^DB+Verb+Pass+Neg+Imp+A2pl
olmayabilir	ol+Verb+Neg^DB+Verb+Able+Aor+A3sg
geçmemiştir	geç+Verb+Neg+Narr+A3sg+Cop
bileyim	bil+Verb+Pos+Opt+A1sg
bulabilirsiniz	bul+Verb+Pos^DB+Verb+Able+Aor+A2pl
ulaştırırsınız	ulaş+Verb^DB+Verb+Caus+Pos+Aor+A2pl
yapmaz	yap+Verb+Neg+Aor+A3sg
varsınız	var+Adj^DB+Verb+Zero+Pres+A2pl
iyisiniz	iyi+Adj^DB+Verb+Zero+Pres+A2pl
karşılaştırıyorum	karşılaştır+Verb+Pos+Prog1+A1sg
varıyorum	var+Verb+Pos+Prog1+A1sg
bekler	bekle+Verb+Pos+Aor+A3sg
çekinirdim	çekin+Verb+Pos+Aor+Past+A1sg
olmuyorlar	ol+Verb+Neg+Prog1+A3pl
saklıyor	sakla+Verb+Pos+Prog1+A3sg
birdir	bir+Adj^DB+Verb+Zero+Pres+A3sg+Cop
söylemelidir	söyle+Verb+Pos+Neces+A3sg+Cop
yapıyoruz	yap+Verb+Pos+Prog1+A1pl
aktarmıyoruz	aktar+Verb+Neg+Prog1+A1pl
çabalıyoruz	çabala+Verb+Pos+Prog1+A1pl
ulaşılmaz	ulaş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sarsılmaz	sars+Verb^DB+Verb+Pass+Neg+Aor+A3sg
çalışıyorlar	çalış+Verb+Pos+Prog1+A3pl
kapılıyorlar	kap+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
katlanıyorsunuz	katla+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
söylenmemiş	söyle+Verb^DB+Verb+Pass+Neg+Narr+A3sg
kalmam	kal+Verb+Neg+Aor+A1sg
iyileştiniz	iyi+Adj^DB+Verb+Become+Pos+Past+A2pl
kurtulabiliyorsunuz	kurtul+Verb+Pos^DB+Verb+Able+Prog1+A2pl
sevileceksiniz	sev+Verb^DB+Verb+Pass+Pos+Fut+A2pl
dilemiyorum	dil+Verb^DB+Verb+Able+Neg+Prog1+A1sg
yanılmayız	yan+Verb^DB+Verb+Pass+Neg+Aor+A1pl
görüşürüz	görüş+Verb+Pos+Aor+A1pl
yağarsa	yağ+Verb+Pos+Aor+Cond+A3sg
şeyim	şey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
olacağız	ol+Verb+Pos+Fut+A1pl
bilemezsin	bil+Verb^DB+Verb+Able+Neg+Aor+A2sg
duramaz	dur+Verb^DB+Verb+Able+Neg+Aor+A3sg
sabırsızlanıyordum	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Acquire+Pos+Prog1+Past+A1sg
kötüydü	kötü+Adj^DB+Verb+Zero+Past+A3sg
gelmiştim	gel+Verb+Pos+Narr+Past+A1sg
sıkıntıydı	sıkıntı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dolaşabilseydim	dolaş+Verb+Pos^DB+Verb+Able+Desr+Past+A1sg
yaslanmıştı	yasla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
tutmuştu	tut+Verb+Pos+Narr+Past+A3sg
afallamıştım	afalla+Verb+Pos+Narr+Past+A1sg
diyebildim	de+Verb+Pos^DB+Verb+Able+Past+A1sg
görüşmediniz	görüş+Verb+Neg+Past+A2pl
çabalasa	çabala+Verb+Pos+Desr+A3sg
kaldıramayacak	kal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Fut+A3sg
nazikti	nazik+Adj^DB+Verb+Zero+Past+A3sg
çalışmayın	çalış+Verb+Neg+Imp+A2pl
davrandı	davran+Verb+Pos+Past+A3sg
yoğunlaşmıştı	yoğun+Adj^DB+Verb+Become+Pos+Narr+Past+A3sg
konuşamıyordu	konuş+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
parçalanıyordu	parçala+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
tanımamışım	tanı+Verb+Neg+Narr+A1sg
getiremezdim	getir+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
gelmeyeceksin	gel+Verb+Neg+Fut+A2sg
istemiyorsa	iste+Verb+Neg+Prog1+Cond+A3sg
bildirmeliydi	bil+Verb^DB+Verb+Caus+Pos+Neces+Past+A3sg
bildirebilirdi	bil+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+Past+A3sg
yazmadı	yaz+Verb+Neg+Past+A3sg
düşürdüm	düş+Verb^DB+Verb+Caus+Pos+Past+A1sg
dilendim	dile+Verb^DB+Verb+Pass+Pos+Past+A1sg
kahroluyorum	kahrol+Verb+Pos+Prog1+A1sg
sıkılıyor	sık+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çakmaktı	çak+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yanılıyorsunuz	yan+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
almamıştır	al+Verb+Neg+Narr+A3sg+Cop
davranabiliyor	davran+Verb+Pos^DB+Verb+Able+Prog1+A3sg
davranılmaz	davran+Verb^DB+Verb+Pass+Neg+Aor+A3sg
aktaracağım	aktar+Verb+Pos+Fut+A1sg
demeyin	de+Verb+Neg+Imp+A2pl
karşılayacaktır	karşıla+Verb+Pos+Fut+A3sg+Cop
harcanacak	harca+Verb^DB+Verb+Pass+Pos+Fut+A3sg
sevmiyorum	sev+Verb+Neg+Prog1+A1sg
oturttum	otur+Verb^DB+Verb+Caus+Pos+Past+A1sg
sakinleşin	sakin+Adj^DB+Verb+Become+Pos+Imp+A2pl
yutuyordum	yut+Verb+Pos+Prog1+Past+A1sg
atarsa	at+Verb+Pos+Aor+Cond+A3sg
okşar	okşa+Verb+Pos+Aor+A3sg
davranmazdınız	davran+Verb+Neg+Aor+Past+A2pl
bırakmazdınız	bırak+Verb+Neg+Aor+Past+A2pl
oynamazdınız	oyna+Verb+Neg+Aor+Past+A2pl
acırdınız	acı+Verb+Pos+Aor+Past+A2pl
anlardınız	anla+Verb+Pos+Aor+Past+A2pl
bastıramadım	bas+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A1sg
eriyorum	er+Verb+Pos+Prog1+A1sg
yetmiyor	yet+Verb+Neg+Prog1+A3sg
duramayacağım	dur+Verb^DB+Verb+Able+Neg+Fut+A1sg
zaptedemiyordum	zaptet+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
heyecanlandınız	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A2pl
söyleyebilirsiniz	söyle+Verb+Pos^DB+Verb+Able+Aor+A2pl
öyledir	öyle+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yapamayacağım	yap+Verb^DB+Verb+Able+Neg+Fut+A1sg
durulmuştu	dur+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
etkilemiş	etkile+Verb+Pos+Narr+A3sg
konuşabilecek	konuş+Verb+Pos^DB+Verb+Able+Fut+A3sg
ciddiymiş	ciddi+Adj^DB+Verb+Zero+Narr+A3sg
anlatıyorsunuz	anla+Verb^DB+Verb+Caus+Pos+Prog1+A2pl
saçmalıyorum	saçmala+Verb+Pos+Prog1+A1sg
kullandım	kullan+Verb+Pos+Past+A1sg
üzemem	üz+Verb^DB+Verb+Able+Neg+Aor+A1sg
dostunuzdum	dost+Noun+A3sg+P2pl+Nom^DB+Verb+Zero+Past+A1sg
akıyor	ak+Verb+Pos+Prog1+A3sg
kurur	kuru+Verb+Pos+Aor+A3sg
oturun	otur+Verb+Pos+Imp+A2pl
oturmayacağım	otur+Verb+Neg+Fut+A1sg
duramam	dur+Verb^DB+Verb+Able+Neg+Aor+A1sg
göremeyeceksiniz	gör+Verb^DB+Verb+Able+Neg+Fut+A2pl
öğrenemeyecektiniz	öğren+Verb^DB+Verb+Able+Neg+Fut+Past+A2pl
yüreklendirdiniz	yürek+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A2pl
tutamadım	tut+Verb^DB+Verb+Able+Neg+Past+A1sg
kovamazsınız	kov+Verb^DB+Verb+Able+Neg+Aor+A2pl
çıkardınız	çık+Verb+Pos+Aor+Past+A2pl
kovmuyorsunuz	kov+Verb+Neg+Prog1+A2pl
düşüncedeyim	düşünce+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
reddettiler	reddet+Verb+Pos+Past+A3pl
dayanamazdım	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A1sg
yaramıyordu	yara+Verb+Neg+Prog1+Past+A3sg
yapamadım	yap+Verb^DB+Verb+Able+Neg+Past+A1sg
durabilir	dur+Verb+Pos^DB+Verb+Able+Aor+A3sg
oğluydu	oğul+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
üstlendi	üstlen+Verb+Pos+Past+A3sg
etkiledi	etkile+Verb+Pos+Past+A3sg
atandı	ata+Verb^DB+Verb+Pass+Pos+Past+A3sg
dolaştı	dolaş+Verb+Pos+Past+A3sg
inceledi	incele+Verb+Pos+Past+A3sg
incelmiş	incel+Verb+Pos+Narr+A3sg
yitirmişti	yit+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
tamamlandı	tamamla+Verb^DB+Verb+Pass+Pos+Past+A3sg
açıkladı	açıkla+Verb+Pos+Past+A3sg
vermediler	ver+Verb+Neg+Past+A3pl
etkilemedi	etkile+Verb+Neg+Past+A3sg
kaybolurlar	kaybol+Verb+Pos+Aor+A3pl
farkındadır	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kurmuştur	kur+Verb+Pos+Narr+A3sg+Cop
başlanmıştır	başla+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
yazmıştır	yaz+Verb+Pos+Narr+A3sg+Cop
yakındır	yakın+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
benimsemiş	benimse+Verb+Pos+Narr+A3sg
tutulmuştur	tut+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
tamamlamıştır	tamamla+Verb+Pos+Narr+A3sg+Cop
sürmüştür	sür+Verb+Pos+Narr+A3sg+Cop
kurulabilir	kur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bozmuştur	boz+Verb+Pos+Narr+A3sg+Cop
etkilemiştir	etkile+Verb+Pos+Narr+A3sg+Cop
ölmez	öl+Verb+Neg+Aor+A3sg
dinlemiş	dinle+Verb+Pos+Narr+A3sg
duymamıştı	duy+Verb+Neg+Narr+Past+A3sg
çekecekti	çek+Verb+Pos+Fut+Past+A3sg
dirilmiş	diril+Verb+Pos+Narr+A3sg
işlerse	işle+Verb+Pos+Aor+Cond+A3sg
bağışlayayım	bağışla+Verb+Pos+Opt+A1sg
atsın	at+Verb+Pos+Imp+A3sg
toplanmış	topla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
kaplıyorlardı	kapla+Verb+Pos+Prog1+A3pl+Past
böyleydi	böyle+Adj^DB+Verb+Zero+Past+A3sg
vazgeçmiyorlardı	vazgeç+Verb+Neg+Prog1+A3pl+Past
anlatmıyordu	anla+Verb^DB+Verb+Caus+Neg+Prog1+Past+A3sg
meşguldü	meşgul+Adj^DB+Verb+Zero+Past+A3sg
emrediliyordu	emret+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
gönderilecekti	gönder+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
gelmekteydi	gel+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
takmıştı	tak+Verb+Pos+Narr+Past+A3sg
duyulmaktaydı	duy+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
hüzünlendiriyordu	hüzün+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
hızlan	hız+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Imp+A2sg
örtmüş	ört+Verb+Pos+Narr+A3sg
çıkartmıştı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Narr+Past+A3sg
istenecek	iste+Verb^DB+Verb+Pass+Pos+Fut+A3sg
tut	tut+Verb+Pos+Imp+A2sg
boşvermiş	boşver+Verb+Pos+Narr+A3sg
geçtiler	geç+Verb+Pos+Past+A3pl
yerdi	yer+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
izliyorlardı	izle+Verb+Pos+Prog1+A3pl+Past
götür	götür+Verb+Pos+Imp+A2sg
seyrediyorlardı	seyret+Verb+Pos+Prog1+A3pl+Past
korkuyorlardı	kork+Verb+Pos+Prog1+A3pl+Past
rahatlıyorlardı	rahatla+Verb+Pos+Prog1+A3pl+Past
neşelendiriyordu	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
değdi	değ+Verb+Pos+Past+A3sg
havalandı	havalan+Verb+Pos+Past+A3sg
irkildi	irkil+Verb+Pos+Past+A3sg
yaşıyordu	yaşa+Verb+Pos+Prog1+Past+A3sg
doğuruyordu	doğ+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
beslenmiyor	besle+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
ölmüştü	öl+Verb+Pos+Narr+Past+A3sg
edindi	edin+Verb+Pos+Past+A3sg
karşılaşmıştı	karşılaş+Verb+Pos+Narr+Past+A3sg
demişti	de+Verb+Pos+Narr+Past+A3sg
üstlendiler	üstlen+Verb+Pos+Past+A3pl
oyalanıyorlardı	oyala+Verb^DB+Verb+Pass+Pos+Prog1+A3pl+Past
ilgileniyor	ilgilen+Verb+Pos+Prog1+A3sg
besliyordu	besle+Verb+Pos+Prog1+Past+A3sg
vermişlerdi	ver+Verb+Pos+Narr+A3pl+Past
topluyor	topla+Verb+Pos+Prog1+A3sg
dikiyor	dik+Verb+Pos+Prog1+A3sg
parlatıyor	parla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
reddediyordu	reddet+Verb+Pos+Prog1+Past+A3sg
edemese	et+Verb^DB+Verb+Able+Neg+Desr+A3sg
kurtulmaktı	kurtul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kızmışlardı	kız+Verb+Pos+Narr+A3pl+Past
çalışamadı	çalış+Verb^DB+Verb+Able+Neg+Past+A3sg
aşmış	aş+Verb+Pos+Narr+A3sg
kovuldu	kov+Verb^DB+Verb+Pass+Pos+Past+A3sg
harcıyor	harca+Verb+Pos+Prog1+A3sg
evliydi	ev+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
tiksiniyor	tiksin+Verb+Pos+Prog1+A3sg
işletiyor	işle+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
geçiniyor	geçin+Verb+Pos+Prog1+A3sg
rastlamıştı	rastla+Verb+Pos+Narr+Past+A3sg
içecekler	iç+Verb+Pos+Fut+A3pl
yolladı	yolla+Verb+Pos+Past+A3sg
göreyim	gör+Verb+Pos+Opt+A1sg
çıkarsın	çık+Verb+Pos+Aor+A2sg
bitiverdi	bit+Verb+Pos^DB+Verb+Hastily+Past+A3sg
çağırttı	çağır+Verb^DB+Verb+Caus+Pos+Past+A3sg
tutayım	tut+Verb+Pos+Opt+A1sg
tutuldu	tut+Verb^DB+Verb+Pass+Pos+Past+A3sg
evleniriz	evlen+Verb+Pos+Aor+A1pl
bulamıyordu	bula+Verb+Neg+Prog1+Past+A3sg
rastladı	rastla+Verb+Pos+Past+A3sg
zannediyor	zannet+Verb+Pos+Prog1+A3sg
kederliydi	keder+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
katlanacak	katla+Verb^DB+Verb+Pass+Pos+Fut+A3sg
sürdürecekti	sür+Verb^DB+Verb+Caus+Pos+Fut+Past+A3sg
ısmarlayabilecekmiş	ısmarla+Verb+Pos^DB+Verb+Able+Fut+Narr+A3sg
giyebilecekmiş	giy+Verb+Pos^DB+Verb+Able+Fut+Narr+A3sg
sürdürmekteydiler	sür+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3pl
uyuyorlar	uy+Verb+Pos+Prog1+A3pl
kalkıyorlar	kalk+Verb+Pos+Prog1+A3pl
içiyorlardı	iç+Verb+Pos+Prog1+A3pl+Past
sürüyorlar	sür+Verb+Pos+Prog1+A3pl
inceliyorlar	incele+Verb+Pos+Prog1+A3pl
giyiyorlar	giy+Verb+Pos+Prog1+A3pl
oturuyorlardı	otur+Verb+Pos+Prog1+A3pl+Past
sürüyordu	sür+Verb+Pos+Prog1+Past+A3sg
korusunlar	koru+Verb+Pos+Imp+A3pl
eklesinler	ekle+Verb+Pos+Imp+A3pl
veriyorlardı	ver+Verb+Pos+Prog1+A3pl+Past
uzanmıştı	uza+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
düşünmekteydi	düşün+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
evlenecekti	evlen+Verb+Pos+Fut+Past+A3sg
taradı	tara+Verb+Pos+Past+A3sg
iyisindendi	iyi+Adj^DB+Noun+Zero+A3sg+P3sg+Abl^DB+Verb+Zero+Past+A3sg
hoşlanırdı	hoşlan+Verb+Pos+Aor+Past+A3sg
önemsemiyordu	önemse+Verb+Neg+Prog1+Past+A3sg
konulmuş	kon+Verb^DB+Verb+Pass+Pos+Narr+A3sg
cilalanmıştı	cilala+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
örtülmüştü	ört+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
konulmuştu	kon+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
göndermişler	gönder+Verb+Pos+Narr+A3pl
asıldı	as+Verb^DB+Verb+Pass+Pos+Past+A3sg
duymaktaydı	duy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
beklemesin	bekle+Verb+Neg+Imp+A3sg
vermiştiniz	ver+Verb+Pos+Narr+Past+A2pl
alırsanız	al+Verb+Pos+Aor+Cond+A2pl
bilemem	bil+Verb^DB+Verb+Able+Neg+Aor+A1sg
kabullenmemişti	kabullen+Verb+Neg+Narr+Past+A3sg
sürüklemişti	sürükle+Verb+Pos+Narr+Past+A3sg
koyamamış	koy+Verb^DB+Verb+Able+Neg+Narr+A3sg
bildiriyordu	bil+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
konuşulacaktı	konuş+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
bekleniyordu	bekle+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
başlatmıştı	başla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
görmüyordu	gör+Verb+Neg+Prog1+Past+A3sg
hazırlanmıştı	hazırla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
suçluyum	suç+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
göndereceğim	gönder+Verb+Pos+Fut+A1sg
sevindirmiş	sevin+Verb^DB+Verb+Caus+Pos+Narr+A3sg
üzmüştü	üz+Verb+Pos+Narr+Past+A3sg
dağıtmıştı	dağıt+Verb+Pos+Narr+Past+A3sg
vazgeçecek	vazgeç+Verb+Pos+Fut+A3sg
imkansızdı	imkan+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
reddedebilirdi	reddet+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
bitmemiş	bit+Verb+Neg+Narr+A3sg
canlandırdı	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A3sg
ilerleyemiyor	ilerle+Verb^DB+Verb+Able+Neg+Prog1+A3sg
ilerlemem	ilerle+Verb+Neg+Aor+A1sg
sıkıyordu	sık+Verb+Pos+Prog1+Past+A3sg
önemsemez	önemse+Verb+Neg+Aor+A3sg
hüzünleniyordu	hüzün+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+Past+A3sg
çağırt	çağır+Verb^DB+Verb+Caus+Pos+Imp+A2sg
iletsin	ilet+Verb+Pos+Imp+A3sg
söylesin	söyle+Verb+Pos+Imp+A3sg
göreceğim	gör+Verb+Pos+Fut+A1sg
yanmış	yan+Verb+Pos+Narr+A3sg
gitmiştiniz	git+Verb+Pos+Narr+Past+A2pl
deyiverdi	de+Verb+Pos^DB+Verb+Hastily+Past+A3sg
biliyorlar	bile+Verb+Pos+Prog1+A3pl
evlenmeli	evlen+Verb+Pos+Neces+A3sg
evlenmemeli	evlen+Verb+Neg+Neces+A3sg
takmışlardı	tak+Verb+Pos+Narr+A3pl+Past
delillerdi	delil+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
varıyordu	var+Verb+Pos+Prog1+Past+A3sg
geleniydi	gel+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
sevmiş	sev+Verb+Pos+Narr+A3sg
incitmekteydi	incit+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
davranın	davran+Verb+Pos+Imp+A2pl
yatsın	yat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
sürükleyecek	sürükle+Verb+Pos+Fut+A3sg
lekelenmiş	lekele+Verb^DB+Verb+Pass+Pos+Narr+A3sg
çürütmeyin	çürü+Verb^DB+Verb+Caus+Neg+Imp+A2pl
affet	affet+Verb+Pos+Imp+A2sg
koyamıyorsanız	koy+Verb^DB+Verb+Able+Neg+Prog1+Cond+A2pl
göstermeyin	göster+Verb+Neg+Imp+A2pl
umuyorum	um+Verb+Pos+Prog1+A1sg
hüzünlendi	hüzün+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
fısıldamış	fısılda+Verb+Pos+Narr+A3sg
dalmıştı	dal+Verb+Pos+Narr+Past+A3sg
uyandı	uyan+Verb+Pos+Past+A3sg
bırakıyorum	bırak+Verb+Pos+Prog1+A1sg
ödenecektir	öde+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
düşülecektir	düş+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
harcanacaktır	harca+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
seçeceklerdir	seç+Verb+Pos+Fut+A3pl+Cop
bulunacaktır	bulun+Verb+Pos+Fut+A3sg+Cop
konmayacaktır	kon+Verb+Neg+Fut+A3sg+Cop
karıştırılmam	karış+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A1sg
mümkündür	mümkün+Adj^DB+Verb+Zero+Pres+A3sg+Cop
reddediyorum	reddet+Verb+Pos+Prog1+A1sg
yollarsınız	yolla+Verb+Pos+Aor+A2pl
sunar	sun+Verb+Pos+Aor+A3sg
öldürüyor	öl+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
olmayacağım	ol+Verb+Neg+Fut+A1sg
bulunamayacaksınız	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A2pl
faydalandım	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A1sg
fırlattınız	fırla+Verb^DB+Verb+Caus+Pos+Past+A2pl
soyundasınız	soy+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A2pl
tehlikelidirler	tehlike+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3pl+Cop
yutar	yut+Verb+Pos+Aor+A3sg
kemirirler	kemir+Verb+Pos+Aor+A3pl
oyundur	oyun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kapanmalı	kapa+Verb^DB+Verb+Pass+Pos+Neces+A3sg
çıkmamalı	çık+Verb+Neg+Neces+A3sg
yaşattın	yaşa+Verb^DB+Verb+Caus+Pos+Past+A2sg
geçirebilirim	geç+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
hazırladım	hazırla+Verb+Pos+Past+A1sg
yolluyorum	yolla+Verb+Pos+Prog1+A1sg
edilecektir	et+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
yürüseydiniz	yürü+Verb+Pos+Desr+Past+A2pl
bırakırdınız	bırak+Verb+Pos+Aor+Past+A2pl
tuttunuz	tut+Verb+Pos+Past+A2pl
küçümsüyorum	küçümse+Verb+Pos+Prog1+A1sg
bildiririm	bil+Verb^DB+Verb+Caus+Pos+Aor+A1sg
yanılttı	yanıl+Verb^DB+Verb+Caus+Pos+Past+A3sg
çalıştığıdır	çalış+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çarpacak	çarp+Verb+Pos+Fut+A3sg
edebilirse	et+Verb+Pos^DB+Verb+Able+Aor+Cond+A3sg
kapatılmış	kapa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
bulamazsınız	bul+Verb^DB+Verb+Able+Neg+Aor+A2pl
yerleştirilmiştir	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
kıpırdatamazsınız	kıpırda+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
varır	var+Verb+Pos+Aor+A3sg
altındadır	alt+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yerleştirmişti	yerleş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
giriyordu	gir+Verb+Pos+Prog1+Past+A3sg
bölünmüş	böl+Verb^DB+Verb+Pass+Pos+Narr+A3sg
süslenmişti	süsle+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
tutturulmuştu	tut+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
yetişebilir	yetiş+Verb+Pos^DB+Verb+Able+Aor+A3sg
çıkarır	çık+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kırabilirdi	kır+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
fırlatmaktı	fırla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
önlemişti	önle+Verb+Pos+Narr+Past+A3sg
anlayabilirsiniz	anla+Verb+Pos^DB+Verb+Able+Aor+A2pl
değiştirebilir	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
seçerseniz	seç+Verb+Pos+Aor+Cond+A2pl
inceleyin	incele+Verb+Pos+Imp+A2pl
açmış	aç+Verb+Pos+Narr+A3sg
okuyun	oku+Verb+Pos+Imp+A2pl
erişilemiyor	eriş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
gerçekleşebilir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Verb+Able+Aor+A3sg
sağlar	sağla+Verb+Pos+Aor+A3sg
bulun	bul+Verb+Pos+Imp+A2pl
bağlısınız	bağ+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
oluşturabilir	oluş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
