değil	değil+Verb+Neg+Pres+A3sg
başlatmam	başla+Verb^DB+Verb+Caus+Neg+Aor+A1sg
çözemiyorum	çöz+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bulamazsanız	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
olmadığınız	ol+Verb+Neg^DB+Adj+PastPart+P2pl
kaldırmamanız	kal+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
istemedikleri	iste+Verb+Neg^DB+Adj+PastPart+P3pl
kıramadı	kır+Verb^DB+Verb+Able+Neg+Past+A3sg
gelmeyen	gel+Verb+Neg^DB+Adj+PresPart
bakamıyoruz	bak+Verb^DB+Verb+Able+Neg+Prog1+A1pl
uğraşmıyor	uğraş+Verb+Neg+Prog1+A3sg
düşünmüyor	düşün+Verb+Neg+Prog1+A3sg
unutmuyordu	unut+Verb+Neg+Prog1+Past+A3sg
taslamıyor	tasla+Verb+Neg+Prog1+A3sg
gitmeyecektik	git+Verb+Neg+Fut+Past+A1pl
çalmamaları	çal+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
yazamadım	yaz+Verb^DB+Verb+Able+Neg+Past+A1sg
bulunmaması	bulun+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
kurtulamadığı	kurtul+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
alamazsan	al+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
bırakmıyor	bırak+Verb+Neg+Prog1+A3sg
alınamadı	alın+Verb^DB+Verb+Able+Neg+Past+A3sg
alamayınca	al+Verb^DB+Verb+Able+Neg^DB+Adverb+When
yapılmamasını	yap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
gidilmemesi	git+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
takmayanlara	tak+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
yakalanmadıkları	yakala+Verb^DB+Verb+Pass+Neg^DB+Adj+PastPart+P3pl
beklemiyordum	bekle+Verb+Neg+Prog1+Past+A1sg
kopmayacağım	kop+Verb+Neg+Fut+A1sg
çıkmadım	çık+Verb+Neg+Past+A1sg
istemiyordum	iste+Verb+Neg+Prog1+Past+A1sg
bırakmama	bırak+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
istemediğin	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P2sg+Nom
seyretmezdim	seyret+Verb+Neg+Aor+Past+A1sg
inanmıyorum	inan+Verb+Neg+Prog1+A1sg
almamıştım	al+Verb+Neg+Narr+Past+A1sg
okuyamamış	oku+Verb^DB+Verb+Able+Neg+Narr+A3sg
düşmemesi	düş+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
duramazsın	dur+Verb^DB+Verb+Able+Neg+Aor+A2sg
almıyorlar	al+Verb+Neg+Prog1+A3pl
atmam	at+Verb+Neg+Aor+A1sg
bozulmaması	boz+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
görmem	gör+Verb+Neg+Aor+A1sg
büyümedim	büyü+Verb+Neg+Past+A1sg
gitmezler	git+Verb+Neg+Aor+A3pl
kurmazlar	kur+Verb+Neg+Aor+A3pl
görmemişim	gör+Verb+Neg+Narr+A1sg
olamazdım	ol+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
gitmedim	git+Verb+Neg+Past+A1sg
verilmezken	ver+Verb^DB+Verb+Pass+Neg+Aor^DB+Adverb+While
yapmamaları	yap+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
uymaması	uy+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
kalmadıkça	kal+Verb+Neg^DB+Adverb+AsLongAs
sollamayın	solla+Verb+Neg+Imp+A2pl
bulunmadığı	bulun+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
olmadıklarının	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Gen
bulunmadığının	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Gen
kalmıyor	kal+Verb+Neg+Prog1+A3sg
uyuyamamış	uyu+Verb^DB+Verb+Able+Neg+Narr+A3sg
dayanamamış	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+A3sg
açılmamış	aç+Verb^DB+Verb+Pass+Neg+Narr+A3sg
almadılar	al+Verb+Neg+Past+A3pl
başlamasın	başla+Verb+Neg+Imp+A3sg
yapmasın	yap+Verb+Neg+Imp+A3sg
etmeyenin	et+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Gen
etmeyenlere	et+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
bilinmemesi	bil+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
değerlendiremiyoruz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1pl
değerlendiremediğini	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
bulmuyor	bul+Verb+Neg+Prog1+A3sg
yapılamıyor	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
istemediklerini	iste+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
tutmuyor	tut+Verb+Neg+Prog1+A3sg
giderilemez	gider+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
almama	al+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
güçlendirmeyeceğidir	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çıkarılmadı	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
edemeyince	et+Verb^DB+Verb+Able+Neg^DB+Adverb+When
içmeyen	iç+Verb+Neg^DB+Adj+PresPart
vurmaması	vur+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
çıkmaması	çık+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
hissettirmemeye	hisset+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
gelemeyen	gel+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
yaşanmaması	yaşa+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yapmazken	yap+Verb+Neg+Aor^DB+Adverb+While
girmeseydik	gir+Verb+Neg+Desr+Past+A1pl
dinlenmiyor	dinle+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
öğrenememişler	öğren+Verb^DB+Verb+Able+Neg+Narr+A3pl
hazmedemedi	hazmet+Verb^DB+Verb+Able+Neg+Past+A3sg
satmadığım	sat+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
oynanmamıştır	oyna+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
kullanamadı	kullan+Verb^DB+Verb+Able+Neg+Past+A3sg
sorulmuyor	sor+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
bilinmez	bil+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sönmeyeceğine	sön+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
harcamamak	harca+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
kalmayacağını	kal+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
ayırtmadıysanız	ayır+Verb^DB+Verb+Caus+Neg+Past+Cond+A2pl
dolmuyor	dol+Verb+Neg+Prog1+A3sg
kestiremeyen	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
istemeyen	iste+Verb+Neg^DB+Adj+PresPart
çalışılmaması	çalış+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
verilmese	ver+Verb^DB+Verb+Pass+Neg+Desr+A3sg
sağlamayacağı	sağla+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
kaldıramayan	kal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
gitmeyelim	git+Verb+Neg+Opt+A1pl
beklemiyorum	bekle+Verb+Neg+Prog1+A1sg
sağlayamaz	sağla+Verb^DB+Verb+Able+Neg+Aor+A3sg
yapmıyorlar	yap+Verb+Neg+Prog1+A3pl
addetmeyen	addet+Verb+Neg^DB+Adj+PresPart
yapılamayacağını	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
aşamaz	aş+Verb^DB+Verb+Able+Neg+Aor+A3sg
yaratamazsınız	yara+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
aşmama	aş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
demiyor	de+Verb+Neg+Prog1+A3sg
geçmeyecek	geç+Verb+Neg^DB+Adj+FutPart+Pnon
veremezsiniz	ver+Verb^DB+Verb+Able+Neg+Aor+A2pl
aşmayın	aş+Verb+Neg+Imp+A2pl
bakmasınlar	bak+Verb+Neg+Imp+A3pl
korkmayın	kork+Verb+Neg+Imp+A2pl
görülmeyecek	gör+Verb^DB+Verb+Pass+Neg+Fut+A3sg
karşılayamayacağını	karşıla+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
kapışma	kapış+Verb+Neg+Imp+A2sg
yapamadı	yap+Verb^DB+Verb+Able+Neg+Past+A3sg
bakmadı	bak+Verb+Neg+Past+A3sg
beğenmeyin	beğen+Verb+Neg+Imp+A2pl
gitmediği	git+Verb+Neg^DB+Adj+PastPart+P3sg
yapmıyoruz	yap+Verb+Neg+Prog1+A1pl
çalışmadı	çalış+Verb+Neg+Past+A3sg
edilmiyor	et+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kaçırılmamış	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Narr+A3sg
dışlanmamalıdır	dışla+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
gitmeyince	git+Verb+Neg^DB+Adverb+When
yapmadığım	yap+Verb+Neg^DB+Adj+PastPart+P1sg
değiştiremem	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A1sg
yaşayamayacağını	yaşa+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
almasa	al+Verb+Neg+Desr+A3sg
kestiremiyor	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
verilmeseydi	ver+Verb^DB+Verb+Pass+Neg+Desr+Past+A3sg
gelemiyordum	gel+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
inanmamış	inan+Verb+Neg+Narr+A3sg
reddetmiyor	reddet+Verb+Neg+Prog1+A3sg
yitirmiyor	yit+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
edemedikleri	et+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
kalmayacaktım	kal+Verb+Neg+Fut+Past+A1sg
olmamasına	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
etmememi	et+Verb+Neg^DB+Noun+Inf2+A3sg+P1sg+Acc
toparlayamıyordum	toparla+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
yapılmamış	yap+Verb^DB+Verb+Pass+Neg+Narr+A3sg
anlatamadığım	anla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
yetiştiremiyoruz	yetiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1pl
olmayanlardan	ol+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl
oynanmamış	oyna+Verb^DB+Verb+Pass+Neg+Narr+A3sg
tanımıyor	tanı+Verb+Neg+Prog1+A3sg
sürmüyor	sür+Verb+Neg+Prog1+A3sg
kalmayan	kal+Verb+Neg^DB+Adj+PresPart
uymamış	uy+Verb+Neg+Narr+A3sg
vermiyor	ver+Verb+Neg+Prog1+A3sg
olmazlar	ol+Verb+Neg+Aor+A3pl
yakalanmamaya	yakala+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
değişmeyecekti	değiş+Verb+Neg+Fut+Past+A3sg
bırakmayarak	bırak+Verb+Neg^DB+Adverb+ByDoingSo
olmadılar	ol+Verb+Neg+Past+A3pl
görülmüyor	gör+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
beklenmediğini	bekle+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
sormayın	sor+Verb+Neg+Imp+A2pl
veremiyoruz	ver+Verb^DB+Verb+Able+Neg+Prog1+A1pl
çıkmamaları	çık+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
bulunamayabilir	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
etmemeliler	et+Verb+Neg+Neces+A3pl
kalmamaları	kal+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
kapılmayın	kap+Verb^DB+Verb+Pass+Neg+Imp+A2pl
bozmayın	boz+Verb+Neg+Imp+A2pl
aksatmamaları	aksa+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
dolaşmamaları	dolaş+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
çıkartamadım	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A1sg
inmez	in+Verb+Neg+Aor+A3sg
girmemek	gir+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
çekmeyeceklerdir	çek+Verb+Neg+Fut+A3pl+Cop
yanıltmasın	yanıl+Verb^DB+Verb+Caus+Neg+Imp+A3sg
gidilmiyor	git+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
oluşmuyor	oluş+Verb+Neg+Prog1+A3sg
kapanmıyor	kapa+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
edemiyor	et+Verb^DB+Verb+Able+Neg+Prog1+A3sg
bulunmamak	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
bitirilemeyen	bit+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
geçirmez	geç+Verb^DB+Verb+Caus+Neg+Aor+A3sg
tanışmamıştı	tanış+Verb+Neg+Narr+Past+A3sg
kaybetmeyecek	kaybet+Verb+Neg+Fut+A3sg
şaşırmayın	şaşır+Verb+Neg+Imp+A2pl
olmamalarının	ol+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Gen
kaçırılmayacak	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Fut+A3sg
çıkılmaması	çık+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
engelleyemedi	engelle+Verb^DB+Verb+Able+Neg+Past+A3sg
kazılmadı	kaz+Verb^DB+Verb+Pass+Neg+Past+A3sg
rastlanmayan	rastla+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
giremiyor	gir+Verb^DB+Verb+Able+Neg+Prog1+A3sg
görülmeyen	gör+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
geçmeyen	geç+Verb+Neg^DB+Adj+PresPart
anlamayanlara	anla+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
keşfetmediği	keşfet+Verb+Neg^DB+Adj+PastPart+P3sg
karşılaştırılmayacak	karşılaş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Adj+FutPart+Pnon
taşımadığını	taşı+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
denemiyor	de+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
çıkmamış	çık+Verb+Neg+Narr+A3sg
getirmediğimiz	getir+Verb+Neg^DB+Noun+PastPart+A3sg+P1pl+Nom
koruyamamışız	koru+Verb^DB+Verb+Able+Neg+Narr+A1pl
çıkarılmazsa	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
yapmıyor	yap+Verb+Neg+Prog1+A3sg
onaylatmadığı	onayla+Verb^DB+Verb+Caus+Neg^DB+Adj+PastPart+P3sg
almaması	al+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
bulunmamaktadır	bulun+Verb+Neg+Prog2+A3sg+Cop
durmayacağını	dur+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
yakışmayacağını	yakış+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
dinlemiyorlar	dinle+Verb+Neg+Prog1+A3pl
bilmedikten	bil+Verb+Neg^DB+Noun+PastPart+A3sg+Pnon+Abl
çıkmıyorsa	çık+Verb+Neg+Prog1+Cond+A3sg
dinlemedi	dinle+Verb+Neg+Past+A3sg
sevmem	sev+Verb+Neg+Aor+A1sg
heyecanlandırmıyordu	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg+Prog1+Past+A3sg
bilmesem	bil+Verb+Neg+Desr+A1sg
aşmadığını	aş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
göremiyorlarsa	gör+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Cond
istemediğimi	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
bırakmıyorlar	bırak+Verb+Neg+Prog1+A3pl
gidilmeyen	git+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
okumayacağım	oku+Verb+Neg+Fut+A1sg
ilgilenmemişlerdi	ilgilen+Verb+Neg+Narr+A3pl+Past
bozmamak	boz+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
içilmez	iç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yaramazca	yar+Verb^DB+Verb+Able+Neg^DB+Adj+AorPart^DB+Adverb+Ly
tutmasam	tut+Verb+Neg+Desr+A1sg
olmayanından	ol+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3sg+Abl
kokmuyor	kok+Verb+Neg+Prog1+A3sg
ağrımıyor	ağrı+Verb+Neg+Prog1+A3sg
düşmemiş	düş+Verb+Neg+Narr+A3sg
çağırmasın	çağır+Verb+Neg+Imp+A3sg
aramayın	ara+Verb+Neg+Imp+A2pl
silinmeyecek	sil+Verb^DB+Verb+Pass+Neg+Fut+A3sg
geçmeyiniz	geç+Verb+Neg+Imp+A2pl
demiyorsanız	de+Verb+Neg+Prog1+Cond+A2pl
bilmediğimiz	bil+Verb+Neg^DB+Adj+PastPart+P1pl
bakılmıyor	bak+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
gecikmedi	gecik+Verb+Neg+Past+A3sg
yararlanamadı	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Past+A3sg
yadırgamadı	yadırga+Verb+Neg+Past+A3sg
sevmeyenlerden	sev+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl
boğulmamak	boğ+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
boğulmasınlar	boğ+Verb^DB+Verb+Pass+Neg+Imp+A3pl
gelmesinler	gel+Verb+Neg+Imp+A3pl
vuramadım	vur+Verb^DB+Verb+Able+Neg+Past+A1sg
çekemeyenler	çek+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
sevmeyenler	sev+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
yüzemez	yüz+Verb^DB+Verb+Able+Neg+Aor+A3sg
kaybetmedim	kaybet+Verb+Neg+Past+A1sg
gelemiyorum	gel+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bilemiyorsun	bil+Verb^DB+Verb+Able+Neg+Prog1+A2sg
gitmiyor	git+Verb+Neg+Prog1+A3sg
sevmediğini	sev+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
düşmesin	düş+Verb+Neg+Imp+A3sg
yetmemiştir	yet+Verb+Neg+Narr+A3sg+Cop
çıkmazsa	çık+Verb+Neg+Aor+Cond+A3sg
bozmaz	boz+Verb+Neg+Aor+A3sg
kullanmazsanız	kullan+Verb+Neg+Aor+Cond+A2pl
kurtaramaz	kurtar+Verb^DB+Verb+Able+Neg+Aor+A3sg
ödemiyorlar	öde+Verb+Neg+Prog1+A3pl
edilmeyeceğini	et+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
olmayalım	ol+Verb+Neg+Opt+A1pl
unutulmaz	unut+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kurulamadığı	kur+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
cevirme	çevir+Verb+Neg+Imp+A2sg
almazsak	al+Verb+Neg+Aor+Cond+A1pl
oynatmadım	oynat+Verb+Neg+Past+A1sg
oynamadın	oyna+Verb+Neg+Past+A2sg
yapmazsan	yap+Verb+Neg+Aor+Cond+A2sg
uslanmaz	us+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Aor+A3sg
oturmuyordu	otur+Verb+Neg+Prog1+Past+A3sg
söylemiyor	söyle+Verb+Neg+Prog1+A3sg
kalmamalı	kal+Verb+Neg+Neces+A3sg
durmuyor	dur+Verb+Neg+Prog1+A3sg
çevirmeyelim	çevir+Verb+Neg+Opt+A1pl
düşünmemezlik	düşün+Verb+Neg^DB+Noun+NotState+A3sg+Pnon+Nom
yararlanamayacağım	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Fut+A1sg
kazanmadı	kazan+Verb+Neg+Past+A3sg
imzalanmadı	imzala+Verb^DB+Verb+Pass+Neg+Past+A3sg
oynatmaz	oynat+Verb+Neg+Aor+A3sg
istemiyorlar	iste+Verb+Neg+Prog1+A3pl
istemiyorlarmış	iste+Verb+Neg+Prog1+A3pl+Narr
istemeyenler	iste+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
ısınamıyorlardı	ısın+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Past
yapılmıyor	yap+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
düşünmediklerini	düşün+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
olmamalı	ol+Verb+Neg+Neces+A3sg
hazırlamıyorsun	hazırla+Verb+Neg+Prog1+A2sg
yapmıyorsun	yap+Verb+Neg+Prog1+A2sg
görmedin	gör+Verb+Neg+Past+A2sg
ödenemediğinden	öde+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
veremem	ver+Verb^DB+Verb+Able+Neg+Aor+A1sg
alamıyorum	al+Verb^DB+Verb+Able+Neg+Prog1+A1sg
sürmedi	sür+Verb+Neg+Past+A3sg
anlamayın	anla+Verb+Neg+Imp+A2pl
algılamayan	algıla+Verb+Neg^DB+Adj+PresPart
anlayamıyorum	anla+Verb^DB+Verb+Able+Neg+Prog1+A1sg
götürmezdi	götür+Verb+Neg+Aor+Past+A3sg
çıkmayan	çık+Verb+Neg^DB+Adj+PresPart
yapmayarak	yap+Verb+Neg^DB+Adverb+ByDoingSo
kaçınmayan	kaçın+Verb+Neg^DB+Adj+PresPart
okumadım	oku+Verb+Neg+Past+A1sg
kaçırmayın	kaç+Verb^DB+Verb+Caus+Neg+Imp+A2pl
haketmedi	haket+Verb+Neg+Past+A3sg
fırçalamayın	fırçala+Verb+Neg+Imp+A2pl
alınmıyoruz	al+Verb^DB+Verb+Pass+Neg+Prog1+A1pl
seçemezseniz	seç+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
düşmemeye	düş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
bilmezsin	bil+Verb+Neg+Aor+A2sg
gözükme	gözük+Verb+Neg+Imp+A2sg
çalışmayacaktın	çalış+Verb+Neg+Fut+Past+A2sg
düşmezdin	düş+Verb+Neg+Aor+Past+A2sg
bulamadıklarında	bul+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3pl+Loc
olmayanlara	ol+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
düşürmesin	düş+Verb^DB+Verb+Caus+Neg+Imp+A3sg
alamamıştım	al+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
sevmedim	sev+Verb+Neg+Past+A1sg
bitmiyor	bit+Verb+Neg+Prog1+A3sg
başlamıyor	başla+Verb+Neg+Prog1+A3sg
atmayacak	at+Verb+Neg+Fut+A3sg
bahsetmeyeceğim	bahset+Verb+Neg+Fut+A1sg
almam	al+Verb+Neg+Aor+A1sg
yapmadınız	yap+Verb+Neg+Past+A2pl
bulmadım	bul+Verb+Neg+Past+A1sg
yaratmıyor	yarat+Verb+Neg+Prog1+A3sg
unutmayalım	unut+Verb+Neg+Opt+A1pl
yazmazsanız	yaz+Verb+Neg+Aor+Cond+A2pl
düşünemiyorum	düşün+Verb^DB+Verb+Able+Neg+Prog1+A1sg
olmuyorsun	ol+Verb+Neg+Prog1+A2sg
çözemediğim	çöz+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
kokmamış	kok+Verb+Neg+Narr+A3sg
terletmeme	terle+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
etmediği	et+Verb+Neg^DB+Adj+PastPart+P3sg
katılmadığımı	kat+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
kurulamamasına	kur+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
çalışmadığı	çalış+Verb+Neg^DB+Adj+PastPart+P3sg
keşfetmediğinden	keşfet+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
geçmiyor	geç+Verb+Neg+Prog1+A3sg
olmadığımız	ol+Verb+Neg^DB+Adj+PastPart+P1pl
verilmediği	ver+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
göremiyor	gör+Verb^DB+Verb+Able+Neg+Prog1+A3sg
yapamayız	yap+Verb^DB+Verb+Able+Neg+Aor+A1pl
almazmış	al+Verb+Neg+Aor+Narr+A3sg
yaptıramıyormuş	yap+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+Narr+A3sg
verilmiyor	ver+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
veremiyorsa	ver+Verb^DB+Verb+Able+Neg+Prog1+Cond+A3sg
gidemiyor	git+Verb^DB+Verb+Able+Neg+Prog1+A3sg
tükenmez	tüken+Verb+Neg+Aor+A3sg
çekilmeyecekler	çek+Verb^DB+Verb+Pass+Neg+Fut+A3pl
edilmedi	et+Verb^DB+Verb+Pass+Neg+Past+A3sg
alınmasın	alın+Verb+Neg+Imp+A3sg
kabullenilemez	kabullen+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
yenememeyi	yen+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Acc
düşünmeyecek	düşün+Verb+Neg^DB+Adj+FutPart+Pnon
getirmedi	getir+Verb+Neg+Past+A3sg
