değil	değil+Verb+Neg+Pres+A3sg
başındayım	baş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
meselesidir	mesele+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
abartılıdır	abartı+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
gösteriştir	göster+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
balıklarıyız	balık+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
karışmayız	karış+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
günlerdir	gün+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
markasıdır	marka+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
güçlendirmeyeceğidir	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
derinleşmesidir	derin+Adj^DB+Verb+Become+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bağım	bağ+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
satıcısıdır	sat+Verb+Pos^DB+Noun+Agt+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
üyemdir	üye+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
haklıdır	hak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
içerdeler	içeri+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
şanslısınız	şans+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
içinizdedir	iç+Noun+A3sg+P2pl+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yüzsün	yüz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
kurtacağız	kurtacağ+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
nasıldır	nasıl+Adj^DB+Verb+Zero+Pres+A3sg+Cop
tutkumdur	tutku+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
takipçisiyim	takipçi+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
zorunludur	zorunlu+Adj^DB+Verb+Zero+Pres+A3sg+Cop
zorundayız	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
açığız	açık+Adj^DB+Verb+Zero+Pres+A1pl
yollarındayız	yol+Noun+A3pl+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
barındayız	bar+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
aileyiz	aile+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
bugündür	bugün+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zorundalar	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
sağlanmasıdır	sağla+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gayretindeyiz	gayret+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
durumundayız	durum+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
hançerdir	hançer+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kişiyiz	kişi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
süredir	süre+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
diyedir	diye+Postp+PCNom^DB+Verb+Zero+Pres+A3sg+Cop
yüzyıllardır	yüzyıl+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
bizimkidir	biz+Pron+Pers+A1pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
düşünüyorsunuzudur	düşünüyorsunuzu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yerdesiniz	yer+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A2pl
kahramanısınız	kahraman+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
istemezmisiniz	istemezm+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
evlatlarıyız	evlat+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
kaynağım	kaynak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
hedeftir	hedef+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dostudur	dost+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
maddesidir	madde+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
edilmesidir	et+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zorundasın	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A2sg
puandadır	puan+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
habersizdir	haber+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Pres+A3sg+Cop
içindeyiz	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
tenisçiyim	tenisçi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
etmesidir	et+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ihracatyapıyoruz	ihracatyapıyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
yolundasın	yol+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A2sg
yanındayım	yan+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
sakatım	sakat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
sayısındadır	sayı+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
işinizdir	iş+Noun+A3sg+P2pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
karşıyım	karşı+Postp+PCDat^DB+Verb+Zero+Pres+A1sg
karşıyım	karşı+Adj^DB+Verb+Zero+Pres+A1sg
sonsuzdur	son+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Pres+A3sg+Cop
kısadır	kısa+Adj^DB+Verb+Zero+Pres+A3sg+Cop
içindeyimdir	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg+Cop
söyledikleridir	söyle+Verb+Pos^DB+Noun+PastPart+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
şovdur	şov+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
haftalardır	hafta+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
gazeteciyiz	gazeteci+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
yuvarlaktır	yuvarlak+Adj^DB+Verb+Zero+Pres+A3sg+Cop
televizyoncuyuz	televizyoncu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
temizliktir	temiz+Adj^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
adamsın	adam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
vaziyetteyiz	vaziyet+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
alışkındır	alışkı+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
taraftarıdır	taraftar+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bankacıyım	bankacı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
önlemenizdir	önle+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kuruluşuyuz	kur+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
ilginçtir	ilginç+Adj^DB+Verb+Zero+Pres+A3sg+Cop
tasarruflarıdır	tasarruf+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
biberidir	biber+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
galibiz	galip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
sıkıntıdayım	sıkıntı+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
takımıyız	takım+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
formdayız	form+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
içindeler	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
maçtır	maç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sözdür	söz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
şansınız	şan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
sayesindedir	saye+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
durumum	durum+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
kurumudur	kurum+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
özerktir	özerk+Adj^DB+Verb+Zero+Pres+A3sg+Cop
insandır	insan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hayrettir	hayret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
solcuyum	sol+Adj^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
demokratım	demokrat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
mıdır	mı+Ques+Pres+A3sg+Cop
inmeyeyim	in+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
delidir	deli+Adj^DB+Verb+Zero+Pres+A3sg+Cop
aynasıdır	ayna+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sanslıyız	şans+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1pl
meslektir	meslek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
konusudur	konu+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
şudur	şu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
müdahaledir	müdahale+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
biriyiz	biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
ahlakıdır	ahlak+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doktorum	doktor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
hukukidir	hukuki+Adj^DB+Verb+Zero+Pres+A3sg+Cop
isteksizdir	istek+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Pres+A3sg+Cop
helaldir	helal+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
nimetlerindendir	nimet+Noun+A3pl+P3sg+Abl^DB+Verb+Zero+Pres+A3sg+Cop
neciz	nec+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
olmaktır	ol+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
olmamaktır	ol+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
haklarınızdır	hak+Noun+A3pl+P2pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
aykırıdır	aykırı+Adj^DB+Verb+Zero+Pres+A3sg+Cop
hizmetimizdedirler	hizmet+Noun+A3sg+P1pl+Loc^DB+Verb+Zero+Pres+A3pl+Cop
borçlusunuz	borç+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
olayıdır	olay+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
saklasın	sak+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
ülkesidir	ülke+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
inançtır	inanç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
nettir	net+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dündür	dün+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
iktidardır	iktidar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
söyliyeyim	söyliye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
kaynağıdır	kaynak+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
maşadır	maş+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A3sg+Cop
kimiz	kim+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
neyiz	ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
numaradırlar	numara+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
güçlüdürler	güç+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3pl+Cop
vakadır	vaka+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
halindeyiz	hal+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
gelenekseldir	geleneksel+Adj^DB+Verb+Zero+Pres+A3sg+Cop
dindardır	dindar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çelebidir	çelebi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
olduğudur	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
buradadır	bura+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kurtulmasıdır	kurtul+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
imamımızdır	imam+Noun+A3sg+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kişiliktir	kişi+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kesindir	kesin+Adj^DB+Verb+Zero+Pres+A3sg+Cop
arasındadır	ara+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
geçilmesidir	geç+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
etkilidir	etki+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
görevlidir	görev+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
olmadığıdır	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sanatçıyım	sanatçı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
ifadesidir	ifade+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
harekettir	hareket+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hareketidir	hareket+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hareketlerdir	hareket+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
girişimidir	girişim+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sonuçlandırmaktır	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tartışabilmektir	tartış+Verb+Pos^DB+Verb+Able^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ifadedir	ifade+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
uyarıdır	uyarı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tartışmaktır	tartış+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hükümetindir	hükümet+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A3sg+Cop
niyetlisin	niyet+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2sg
kıymetlidir	kıymet+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
lükstür	lüks+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gizlidir	giz+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
hadisedir	hadis+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A3sg+Cop
kılavuzdur	kılavuz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
uyumlusunuz	uyum+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
sanatçısıyım	sanatçı+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
peşindeyim	peş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
haktır	hak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
olaydır	olay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
toplumuz	toplum+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
davasıdır	dava+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
göstergesidir	gösterge+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
memnunuz	memnun+Adj^DB+Verb+Zero+Pres+A1pl
pişmanım	pişman+Adj^DB+Verb+Zero+Pres+A1sg
çocuklarısınız	çocuk+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
bağışlasın	bağış+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
memnunum	memnun+Adj^DB+Verb+Zero+Pres+A1sg
müsün	mü+Ques+Pres+A2sg
burcuyum	burcu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
açız	aç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
yapmayız	yapma+Adj^DB+Verb+Zero+Pres+A1pl
yakıştırmadır	yakış+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vatanseverliktir	vatansever+Adj^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zamanıdır	zaman+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bellidir	belli+Adj^DB+Verb+Zero+Pres+A3sg+Cop
insanlarız	insan+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
partiyiz	parti+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
deneyimdir	deneyim+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
osunuz	o+Pron+Pers+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
öylesiniz	öyle+Adj^DB+Verb+Zero+Pres+A2pl
ayrımındayım	ayrım+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
kalaydır	kalay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
özelliktir	özellik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sorunuz	sorun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
bilincindeyiz	bilinç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
derinleştirilmesidir	derin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yeteneklisiniz	yetenek+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
denimler	deni+Adj^DB+Noun+Zero+A3sg+Prop+P1sg+Nom^DB+Verb+Zero+Pres+A3pl
hobidir	hobi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
meraklıyımdır	merak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg+Cop
birşeydir	birşey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
meraklıyım	merak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
ekeyim	ek+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
hesaplıdır	hesap+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
kadınıyım	kadın+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
hayranıyım	hayran+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
sponsorum	sponsor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
çapkındır	çapkın+Adj^DB+Verb+Zero+Pres+A3sg+Cop
gezeyim	gez+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
tozayım	toz+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
kiloyum	kilo+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
şanslıyım	şans+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
aynıyım	aynı+Adj^DB+Verb+Zero+Pres+A1sg
şeylerdir	şey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
sorulardır	soru+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
öğrenilemeyeceğidir	öğren+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
topraktır	toprak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
nedendir	ne+Pron+Ques+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
vücudum	vücut+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
gerçektir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
belgelidir	belge+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
hikáyemizdir	hikaye+Noun+A3sg+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
aşklardır	aşk+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
değillerdir	değil+Verb+Neg+Pres+A3pl+Cop
yeğenidir	yeğen+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ağabeyidir	ağabey+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
paşasıyım	paşa+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
sorumlusuyum	sorum+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
muhabiriyim	muhabir+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
rolüm	rol+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
dönemindeyim	dönem+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
idolüsünüz	idol+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
oyuncuyum	oyuncu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
paldır	pal+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
erkeğiz	erkek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
senteziz	sentez+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
suratım	surat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
mezunuyum	mezun+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
bölümündeyim	bölüm+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
yılındayım	yıl+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
numarayım	numara+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
farklıyız	fark+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1pl
başınayım	baş+Noun+A3sg+P3sg+Dat^DB+Verb+Zero+Pres+A1sg
huyudur	huy+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
solucanlarız	solucan+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
edebiyattır	edebiyat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yakışıklısınız	yakışıklı+Adj^DB+Verb+Zero+Pres+A2pl
oradalar	ora+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
kasdediyorum	kasdediyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
konuştur	kon+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
malumdur	malum+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bakireyim	bakir+Adj^DB+Noun+Zero+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
birisidir	biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
samimiyim	samimi+Adj^DB+Verb+Zero+Pres+A1sg
kızgınım	kızgın+Adj^DB+Verb+Zero+Pres+A1sg
vazgeçilmezdir	vazgeç+Verb^DB+Verb+Pass+Neg^DB+Adj+AorPart^DB+Verb+Zero+Pres+A3sg+Cop
bendir	ben+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
