rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
gıcırdattı	gıcırda+Verb^DB+Verb+Caus+Pos+Past+A3sg
kentteydi	kent+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
bitiriverdi	bit+Verb^DB+Verb+Caus+Pos^DB+Verb+Hastily+Past+A3sg
olsaydık	ol+Verb+Pos+Desr+Past+A1pl
edemezdik	et+Verb^DB+Verb+Able+Neg+Aor+Past+A1pl
kımıldamadı	kımılda+Verb+Neg+Past+A3sg
sabırsızlanmıştı	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Acquire+Pos+Narr+Past+A3sg
gitmiyordu	git+Verb+Neg+Prog1+Past+A3sg
geçirmemişti	geç+Verb^DB+Verb+Caus+Neg+Narr+Past+A3sg
üzüntülerdi	üzüntü+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
isteyemezdi	iste+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
düşünülemezdi	düşün+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
oluşlarıydı	ol+Verb+Pos^DB+Noun+Inf3+A3pl+P3sg+Nom^DB+Verb+Zero+Past+A3sg
tanırdım	tanı+Verb+Pos+Aor+Past+A1sg
ilgiliydi	ilgi+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
söylemekti	söyle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
açtınız	aç+Verb+Pos+Past+A2pl
yetersizdi	yetersiz+Adj^DB+Verb+Zero+Past+A3sg
kalkamadım	kalk+Verb^DB+Verb+Able+Neg+Past+A1sg
toparlayamadım	toparla+Verb^DB+Verb+Able+Neg+Past+A1sg
iyiydim	iyi+Adj^DB+Verb+Zero+Past+A1sg
verseydim	ver+Verb+Pos+Desr+Past+A1sg
kazandırdı	kazan+Verb^DB+Verb+Caus+Pos+Past+A3sg
konuşmaktı	konuş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kurtulacaktı	kurtul+Verb+Pos+Fut+Past+A3sg
sakinleşebilirdi	sakin+Adj^DB+Verb+Become+Pos^DB+Verb+Able+Aor+Past+A3sg
aldırmıyordu	al+Verb^DB+Verb+Caus+Neg+Prog1+Past+A3sg
tutundu	tutun+Verb+Pos+Past+A3sg
edebiliyordu	et+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
alçaktı	alçak+Adj^DB+Verb+Zero+Past+A3sg
açtılar	aç+Verb+Pos+Past+A3pl
duyulmadı	duy+Verb^DB+Verb+Pass+Neg+Past+A3sg
sakindi	sakin+Adj^DB+Verb+Zero+Past+A3sg
hazırdılar	hazır+Adj^DB+Verb+Zero+Past+A3pl
önemliydi	önem+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
rahatlatmıştı	rahatla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
güvenemiyordu	güven+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
gömülmüştü	göm+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
ilerledi	ilerle+Verb+Pos+Past+A3sg
dinlendi	dinle+Verb^DB+Verb+Pass+Pos+Past+A3sg
sağlamdı	sağlam+Adj^DB+Verb+Zero+Past+A3sg
yüreklendirdi	yürek+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A3sg
bağırmalıydılar	bağır+Verb+Pos+Neces+Past+A3pl
ısırmaktaydı	ısır+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
abanıyordu	aban+Verb+Pos+Prog1+Past+A3sg
bastırmıştı	bas+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
kabarıktı	kabarık+Adj^DB+Verb+Zero+Past+A3sg
yığılıverdi	yığ+Verb^DB+Verb+Pass+Pos^DB+Verb+Hastily+Past+A3sg
aydınlanmıştı	aydınlan+Verb+Pos+Narr+Past+A3sg
hastaneydi	hastane+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dinmemişti	de+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
teğmendi	teğmen+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yaşayamazdım	yaşa+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
bakabiliyordu	bak+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
aralanmıştı	arala+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
sanırdı	san+Verb+Pos+Aor+Past+A3sg
uzaktılar	uzak+Adj^DB+Verb+Zero+Past+A3pl
görebiliyordu	gör+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
dinlerdi	din+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yatıştırırdı	yatış+Verb^DB+Verb+Caus+Pos+Aor+Past+A3sg
gitmekti	git+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kavuşmuştu	kavuş+Verb+Pos+Narr+Past+A3sg
unutmuştu	unut+Verb+Pos+Narr+Past+A3sg
oturuverdi	otur+Verb+Pos^DB+Verb+Hastily+Past+A3sg
hazırlandı	hazırla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yankılanıyordu	yankıla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
açmıştı	aç+Verb+Pos+Narr+Past+A3sg
oluşmuştu	oluş+Verb+Pos+Narr+Past+A3sg
uçuşuyordu	uçuş+Verb+Pos+Prog1+Past+A3sg
beceremiyordu	becer+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
yürüyebiliyordu	yürü+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
verilseydi	ver+Verb^DB+Verb+Pass+Pos+Desr+Past+A3sg
karşıyaydı	karşı+Adj^DB+Noun+Zero+A3sg+Pnon+Dat^DB+Verb+Zero+Past+A3sg
belirliyordu	belirle+Verb+Pos+Prog1+Past+A3sg
geçmedi	geç+Verb+Neg+Past+A3sg
dönmesiydi	dön+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
vermeyecekti	ver+Verb+Neg+Fut+Past+A3sg
kalmamıştı	kal+Verb+Neg+Narr+Past+A3sg
sıyrılmıştı	sıyrıl+Verb+Pos+Narr+Past+A3sg
yapışmıştı	yapış+Verb+Pos+Narr+Past+A3sg
büründü	bürün+Verb+Pos+Past+A3sg
karanlıktı	karanlık+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
uyanacaktı	uyan+Verb+Pos+Fut+Past+A3sg
acıyordu	acı+Verb+Pos+Prog1+Past+A3sg
topallıyordu	topalla+Verb+Pos+Prog1+Past+A3sg
mucizeydi	mucize+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sürükleniyordu	sürükle+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
kokusuydu	koku+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
ağlacaktı	ağlacak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
hoşlanmamıştı	hoşlan+Verb+Neg+Narr+Past+A3sg
duyulmuyordu	duy+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
aralandı	arala+Verb^DB+Verb+Pass+Pos+Past+A3sg
açılmadı	aç+Verb^DB+Verb+Pass+Neg+Past+A3sg
sokulmuştu	sok+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
söndürüldü	sön+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
kapılıyordu	kap+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
göremedi	gör+Verb^DB+Verb+Able+Neg+Past+A3sg
köşesindeydi	köşe+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
kullanılacaktı	kullan+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
çekmiyordu	çek+Verb+Neg+Prog1+Past+A3sg
yitirdim	yit+Verb^DB+Verb+Caus+Pos+Past+A1sg
taşıdı	taşı+Verb+Pos+Past+A3sg
yatmaktaydı	yat+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
zorlandı	zorla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yuvarlaklaşmıştı	yuvarlak+Adj^DB+Verb+Become+Pos+Narr+Past+A3sg
geğirdi	geğir+Verb+Pos+Past+A3sg
yolluyordu	yolla+Verb+Pos+Prog1+Past+A3sg
düşünmüyordu	düşün+Verb+Neg+Prog1+Past+A3sg
edinmişti	edin+Verb+Pos+Narr+Past+A3sg
duyabiliyordu	duy+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
yapışıyordu	yapış+Verb+Pos+Prog1+Past+A3sg
yapıldı	yap+Verb^DB+Verb+Pass+Pos+Past+A3sg
dökmüştü	dök+Verb+Pos+Narr+Past+A3sg
doydum	doy+Verb+Pos+Past+A1sg
açılmıyordu	aç+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
anlatmıştı	anla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
duyulabiliyordu	duy+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+Past+A3sg
sanıyordu	san+Verb+Pos+Prog1+Past+A3sg
sormamıştı	sor+Verb+Neg+Narr+Past+A3sg
yapmaktı	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
ilerlemişti	ilerle+Verb+Pos+Narr+Past+A3sg
bırakılıyordu	bırak+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
günlerdi	gün+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yaşanamadılar	yaşa+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3pl
alışmıştı	alış+Verb+Pos+Narr+Past+A3sg
yollamaktı	yolla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
bulacaktı	bul+Verb+Pos+Fut+Past+A3sg
geçerdi	geç+Verb+Pos+Aor+Past+A3sg
geçmekteydi	geç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
doğrultuyordu	doğrul+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
bulunmaktaydı	bul+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
artırmıştı	art+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
ayırıyordu	ayır+Verb+Pos+Prog1+Past+A3sg
oluşturmuştu	oluş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
azaltabilirdi	azal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+Past+A3sg
paraydı	para+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
hantallaşmıştı	hantal+Adj^DB+Verb+Become+Pos+Narr+Past+A3sg
sağlayacaktı	sağla+Verb+Pos+Fut+Past+A3sg
dayanıyordu	dayan+Verb+Pos+Prog1+Past+A3sg
duygusuydu	duygu+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
silikleşiyordu	silik+Adj^DB+Verb+Become+Pos+Prog1+Past+A3sg
inanabilirdi	inan+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
görmüştü	gör+Verb+Pos+Narr+Past+A3sg
konuşabilseydi	konuş+Verb+Pos^DB+Verb+Able+Desr+Past+A3sg
edebilseydi	et+Verb+Pos^DB+Verb+Able+Desr+Past+A3sg
ezilmeyecekti	ez+Verb^DB+Verb+Pass+Neg+Fut+Past+A3sg
olaydı	olay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
soluklanıyordu	soluk+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+Past+A3sg
kalabilseydi	kal+Verb+Pos^DB+Verb+Able+Desr+Past+A3sg
girmeseydi	gir+Verb+Neg+Desr+Past+A3sg
olmayacaktı	ol+Verb+Neg+Fut+Past+A3sg
saklandı	sakla+Verb^DB+Verb+Pass+Pos+Past+A3sg
gerekti	gerek+Verb+Pos+Past+A3sg
tedirgindi	tedirgin+Adj^DB+Verb+Zero+Past+A3sg
düzenledi	düzenle+Verb+Pos+Past+A3sg
göremeyecekti	gör+Verb^DB+Verb+Able+Neg+Fut+Past+A3sg
inansaydı	inan+Verb+Pos+Desr+Past+A3sg
götürebilirdi	götür+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
giremediler	gir+Verb^DB+Verb+Able+Neg+Past+A3pl
kaldılar	kal+Verb+Pos+Past+A3pl
görebilirdi	gör+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
alabiliyordu	al+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
bulaştırıyordu	bulaş+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
yapamazdı	yap+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
edemezdi	et+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
buruşturmuştu	buruş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
kaçınıyordu	kaçın+Verb+Pos+Prog1+Past+A3sg
ağırdı	ağır+Adj^DB+Verb+Zero+Past+A3sg
daralıyordu	daral+Verb+Pos+Prog1+Past+A3sg
duyacaktı	duy+Verb+Pos+Fut+Past+A3sg
yüzdendi	yüz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Abl^DB+Verb+Zero+Past+A3sg
sezmişti	sez+Verb+Pos+Narr+Past+A3sg
çalışmıştı	çalış+Verb+Pos+Narr+Past+A3sg
koyulmuştu	koy+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
çınlatıyordu	çınla+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
vermezdi	ver+Verb+Neg+Aor+Past+A3sg
bulunurdu	bul+Verb^DB+Verb+Pass+Pos+Aor+Past+A3sg
haykıracaktım	haykır+Verb+Pos+Fut+Past+A1sg
gönderdi	gönder+Verb+Pos+Past+A3sg
olmasaydınız	ol+Verb+Neg+Desr+Past+A2pl
anlatabildim	anla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Past+A1sg
direniyordu	dire+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
ağlardım	ağla+Verb+Pos+Aor+Past+A1sg
kesildim	kes+Verb^DB+Verb+Pass+Pos+Past+A1sg
hazırlandım	hazırla+Verb^DB+Verb+Pass+Pos+Past+A1sg
yanılmıştık	yan+Verb^DB+Verb+Pass+Pos+Narr+Past+A1pl
bıraktınız	bırak+Verb+Pos+Past+A2pl
uzaklaştınız	uzak+Adj^DB+Verb+Become+Pos+Past+A2pl
yineledim	yinele+Verb+Pos+Past+A1sg
tembihledim	tembihle+Verb+Pos+Past+A1sg
anlayamamıştım	anla+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
duyuyordum	duy+Verb+Pos+Prog1+Past+A1sg
oluverdi	ol+Verb+Pos^DB+Verb+Hastily+Past+A3sg
kaptırdım	kap+Verb^DB+Verb+Caus+Pos+Past+A1sg
bulamıyordum	bul+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
çabaladım	çabala+Verb+Pos+Past+A1sg
muhtaçtı	muhtaç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaçırmadım	kaç+Verb^DB+Verb+Caus+Neg+Past+A1sg
gelebilirdi	gel+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
gelemezdi	gel+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
çevirdiniz	çevir+Verb+Pos+Past+A2pl
boşunaydı	boş+Adj^DB+Noun+Zero+A3sg+P3sg+Dat^DB+Verb+Zero+Past+A3sg
çekinirdim	çekin+Verb+Pos+Aor+Past+A1sg
ağırbaşlıydı	ağırbaşlı+Adj^DB+Verb+Zero+Past+A3sg
sözüyordu	sözüyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
iyileştiniz	iyi+Adj^DB+Verb+Become+Pos+Past+A2pl
ışıldıyordu	ışılda+Verb+Pos+Prog1+Past+A3sg
sabırsızlanıyordum	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Acquire+Pos+Prog1+Past+A1sg
kötüydü	kötü+Adj^DB+Verb+Zero+Past+A3sg
gelmiştim	gel+Verb+Pos+Narr+Past+A1sg
sıkıntıydı	sıkıntı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dolaşabilseydim	dolaş+Verb+Pos^DB+Verb+Able+Desr+Past+A1sg
birlikteydiler	birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3pl
yaslanmıştı	yasla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
tutmuştu	tut+Verb+Pos+Narr+Past+A3sg
afallamıştım	afalla+Verb+Pos+Narr+Past+A1sg
diyebildim	de+Verb+Pos^DB+Verb+Able+Past+A1sg
görüşmediniz	görüş+Verb+Neg+Past+A2pl
nazikti	nazik+Adj^DB+Verb+Zero+Past+A3sg
davrandı	davran+Verb+Pos+Past+A3sg
yoğunlaşmıştı	yoğun+Adj^DB+Verb+Become+Pos+Narr+Past+A3sg
konuşamıyordu	konuş+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
parçalanıyordu	parçala+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
getiremezdim	getir+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
bildirmeliydi	bil+Verb^DB+Verb+Caus+Pos+Neces+Past+A3sg
bildirebilirdi	bil+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+Past+A3sg
yazmadı	yaz+Verb+Neg+Past+A3sg
düşürdüm	düş+Verb^DB+Verb+Caus+Pos+Past+A1sg
dilendim	dile+Verb^DB+Verb+Pass+Pos+Past+A1sg
çakmaktı	çak+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
oturttum	otur+Verb^DB+Verb+Caus+Pos+Past+A1sg
yutuyordum	yut+Verb+Pos+Prog1+Past+A1sg
davranmazdınız	davran+Verb+Neg+Aor+Past+A2pl
bırakmazdınız	bırak+Verb+Neg+Aor+Past+A2pl
oynamazdınız	oyna+Verb+Neg+Aor+Past+A2pl
acırdınız	acı+Verb+Pos+Aor+Past+A2pl
anlardınız	anla+Verb+Pos+Aor+Past+A2pl
bastıramadım	bas+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A1sg
zaptedemiyordum	zaptet+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
heyecanlandınız	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A2pl
durulmuştu	dur+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
kullandım	kullan+Verb+Pos+Past+A1sg
dostunuzdum	dost+Noun+A3sg+P2pl+Nom^DB+Verb+Zero+Past+A1sg
öğrenemeyecektiniz	öğren+Verb^DB+Verb+Able+Neg+Fut+Past+A2pl
yüreklendirdiniz	yürek+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A2pl
tutamadım	tut+Verb^DB+Verb+Able+Neg+Past+A1sg
çıkardınız	çık+Verb+Pos+Aor+Past+A2pl
reddettiler	reddet+Verb+Pos+Past+A3pl
dayanamazdım	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A1sg
yaramıyordu	yara+Verb+Neg+Prog1+Past+A3sg
yapamadım	yap+Verb^DB+Verb+Able+Neg+Past+A1sg
oğluydu	oğul+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
üstlendi	üstlen+Verb+Pos+Past+A3sg
etkiledi	etkile+Verb+Pos+Past+A3sg
atandı	ata+Verb^DB+Verb+Pass+Pos+Past+A3sg
uzlaşamadı	uzlaş+Verb^DB+Verb+Able+Neg+Past+A3sg
dolaştı	dolaş+Verb+Pos+Past+A3sg
inceledi	incele+Verb+Pos+Past+A3sg
biçimlenmekteydi	biçimle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yitirmişti	yit+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
tamamlandı	tamamla+Verb^DB+Verb+Pass+Pos+Past+A3sg
açıkladı	açıkla+Verb+Pos+Past+A3sg
vermediler	ver+Verb+Neg+Past+A3pl
etkilemedi	etkile+Verb+Neg+Past+A3sg
asilzadeydi	asilzade+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
duymamıştı	duy+Verb+Neg+Narr+Past+A3sg
çekecekti	çek+Verb+Pos+Fut+Past+A3sg
bahardı	bahar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
böyleydi	böyle+Adj^DB+Verb+Zero+Past+A3sg
anlatmıyordu	anla+Verb^DB+Verb+Caus+Neg+Prog1+Past+A3sg
meşguldü	meşgul+Adj^DB+Verb+Zero+Past+A3sg
emrediliyordu	emret+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
gönderilecekti	gönder+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
gelmekteydi	gel+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
takmıştı	tak+Verb+Pos+Narr+Past+A3sg
gardiyanıydı	gardiyan+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
duyulmaktaydı	duy+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
hüzünlendiriyordu	hüzün+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
çıkartmıştı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Narr+Past+A3sg
beyazdı	beyaz+Adj^DB+Verb+Zero+Past+A3sg
geçtiler	geç+Verb+Pos+Past+A3pl
yerdi	yer+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kırptı	kırp+Verb+Pos+Past+A3sg
neşelendiriyordu	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
değdi	değ+Verb+Pos+Past+A3sg
havalandı	havalan+Verb+Pos+Past+A3sg
sürtündü	sürtün+Verb+Pos+Past+A3sg
irkildi	irkil+Verb+Pos+Past+A3sg
yaşıyordu	yaşa+Verb+Pos+Prog1+Past+A3sg
doğuruyordu	doğ+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
ölmüştü	öl+Verb+Pos+Narr+Past+A3sg
edindi	edin+Verb+Pos+Past+A3sg
karşılaşmıştı	karşılaş+Verb+Pos+Narr+Past+A3sg
demişti	de+Verb+Pos+Narr+Past+A3sg
üstlendiler	üstlen+Verb+Pos+Past+A3pl
müsamahasızdı	müsamaha+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
besliyordu	besle+Verb+Pos+Prog1+Past+A3sg
fikrindeydi	fikir+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
reddediyordu	reddet+Verb+Pos+Prog1+Past+A3sg
kurtulmaktı	kurtul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
çalışamadı	çalış+Verb^DB+Verb+Able+Neg+Past+A3sg
kovuldu	kov+Verb^DB+Verb+Pass+Pos+Past+A3sg
evliydi	ev+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
kurnazdı	kurnaz+Adj^DB+Verb+Zero+Past+A3sg
rastlamıştı	rastla+Verb+Pos+Narr+Past+A3sg
yolladı	yolla+Verb+Pos+Past+A3sg
bitiverdi	bit+Verb+Pos^DB+Verb+Hastily+Past+A3sg
tükendi	tüken+Verb+Pos+Past+A3sg
çağırttı	çağır+Verb^DB+Verb+Caus+Pos+Past+A3sg
tutuldu	tut+Verb^DB+Verb+Pass+Pos+Past+A3sg
bulamıyordu	bul+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
rastladı	rastla+Verb+Pos+Past+A3sg
kederliydi	keder+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
sürdürecekti	sür+Verb^DB+Verb+Caus+Pos+Fut+Past+A3sg
sürdürmekteydiler	sür+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3pl
sürüyordu	sür+Verb+Pos+Prog1+Past+A3sg
uzanmıştı	uza+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
düşünmekteydi	düşün+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
evlenecekti	evlen+Verb+Pos+Fut+Past+A3sg
niyetlendi	niyet+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
fırçaladı	fırçala+Verb+Pos+Past+A3sg
çalkaladı	çalkala+Verb+Pos+Past+A3sg
taradı	tara+Verb+Pos+Past+A3sg
iyisindendi	iyi+Adj^DB+Noun+Zero+A3sg+P3sg+Abl^DB+Verb+Zero+Past+A3sg
hoşlanırdı	hoşlan+Verb+Pos+Aor+Past+A3sg
önemsemiyordu	önemse+Verb+Neg+Prog1+Past+A3sg
salondu	salon+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
cilalanmıştı	cilala+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
örtülmüştü	ört+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
konulmuştu	kon+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
asıldı	as+Verb^DB+Verb+Pass+Pos+Past+A3sg
gülüştü	gülüş+Verb+Pos+Past+A3sg
duymaktaydı	duy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
vermiştiniz	ver+Verb+Pos+Narr+Past+A2pl
yazılıydı	yazı+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
kabullenmemişti	kabullen+Verb+Neg+Narr+Past+A3sg
sürüklemişti	sürükle+Verb+Pos+Narr+Past+A3sg
bildiriyordu	bil+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
konuşulacaktı	konuş+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
bekleniyordu	bekle+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
başlatmıştı	başla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
görmüyordu	gör+Verb+Neg+Prog1+Past+A3sg
hazırlanmıştı	hazırla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
kıskanmıştı	kıskan+Verb+Pos+Narr+Past+A3sg
üzmüştü	üz+Verb+Pos+Narr+Past+A3sg
şuydu	şu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dağıtmıştı	dağıt+Verb+Pos+Narr+Past+A3sg
imkansızdı	imkan+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
kaynağıydı	kaynak+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
reddedebilirdi	reddet+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
